😀	gülen yüz, gülme, lol, neşeli, sırıtan yüz, yüz
🧎🏿	diz çöken, diz çöken kişi, diz çöken kişi: koyu cilt tonu, diz çökme, koyu cilt tonu
🧎‍♂	adam, diz çöken, diz çöken erkek, erkek
🧎🏻‍♂	adam, açık cilt tonu, diz çöken, diz çöken erkek, diz çöken erkek: açık cilt tonu, erkek
🧎🏼‍♂	adam, diz çöken, diz çöken erkek, diz çöken erkek: orta açık cilt tonu, erkek, orta açık cilt tonu
🧎🏽‍♂	adam, diz çöken, diz çöken erkek, diz çöken erkek: orta cilt tonu, erkek, orta cilt tonu
🧎🏾‍♂	adam, diz çöken, diz çöken erkek, diz çöken erkek: orta koyu cilt tonu, erkek, orta koyu cilt tonu
🧎🏿‍♂	adam, diz çöken, diz çöken erkek, diz çöken erkek: koyu cilt tonu, erkek, koyu cilt tonu
🧎‍♀	diz çöken, diz çöken kadın, kadın
🧎🏻‍♀	açık cilt tonu, diz çöken, diz çöken kadın, diz çöken kadın: açık cilt tonu, kadın
🧎🏼‍♀	diz çöken, diz çöken kadın, diz çöken kadın: orta açık cilt tonu, kadın, orta açık cilt tonu
🧎🏽‍♀	diz çöken, diz çöken kadın, diz çöken kadın: orta cilt tonu, kadın, orta cilt tonu
🧎🏾‍♀	diz çöken, diz çöken kadın, diz çöken kadın: orta koyu cilt tonu, kadın, orta koyu cilt tonu
🧎🏿‍♀	diz çöken, diz çöken kadın, diz çöken kadın: koyu cilt tonu, kadın, koyu cilt tonu
👨‍🦯	erişilebilirlik, erkek, görme engelli, görme engelli bastonlu erkek
👨🏻‍🦯	açık cilt tonu, erişilebilirlik, erkek, görme engelli, görme engelli bastonlu erkek, görme engelli bastonlu erkek: açık cilt tonu
👨🏼‍🦯	erişilebilirlik, erkek, görme engelli, görme engelli bastonlu erkek, görme engelli bastonlu erkek: orta açık cilt tonu, orta açık cilt tonu
👨🏽‍🦯	erişilebilirlik, erkek, görme engelli, görme engelli bastonlu erkek, görme engelli bastonlu erkek: orta cilt tonu, orta cilt tonu
👨🏾‍🦯	erişilebilirlik, erkek, görme engelli, görme engelli bastonlu erkek, görme engelli bastonlu erkek: orta koyu cilt tonu, orta koyu cilt tonu
👨🏿‍🦯	erişilebilirlik, erkek, görme engelli, görme engelli bastonlu erkek, görme engelli bastonlu erkek: koyu cilt tonu, koyu cilt tonu
👩‍🦯	erişilebilirlik, görme engelli, görme engelli bastonlu kadın, kadın
👩🏻‍🦯	açık cilt tonu, erişilebilirlik, görme engelli, görme engelli bastonlu kadın, görme engelli bastonlu kadın: açık cilt tonu, kadın
👩🏼‍🦯	erişilebilirlik, görme engelli, görme engelli bastonlu kadın, görme engelli bastonlu kadın: orta açık cilt tonu, kadın, orta açık cilt tonu
👩🏽‍🦯	erişilebilirlik, görme engelli, görme engelli bastonlu kadın, görme engelli bastonlu kadın: orta cilt tonu, kadın, orta cilt tonu
👩🏾‍🦯	erişilebilirlik, görme engelli, görme engelli bastonlu kadın, görme engelli bastonlu kadın: orta koyu cilt tonu, kadın, orta koyu cilt tonu
👩🏿‍🦯	erişilebilirlik, görme engelli, görme engelli bastonlu kadın, görme engelli bastonlu kadın: koyu cilt tonu, kadın, koyu cilt tonu
👨‍🦼	elektrikli tekerlekli sandalyede erkek, erişilebilirlik, erkek, tekerlekli sandalye
👨🏻‍🦼	açık cilt tonu, elektrikli tekerlekli sandalyede erkek, elektrikli tekerlekli sandalyede erkek: açık cilt tonu, erişilebilirlik, erkek, tekerlekli sandalye
👨🏼‍🦼	elektrikli tekerlekli sandalyede erkek, elektrikli tekerlekli sandalyede erkek: orta açık cilt tonu, erişilebilirlik, erkek, orta açık cilt tonu, tekerlekli sandalye
👨🏽‍🦼	elektrikli tekerlekli sandalyede erkek, elektrikli tekerlekli sandalyede erkek: orta cilt tonu, erişilebilirlik, erkek, orta cilt tonu, tekerlekli sandalye
👨🏾‍🦼	elektrikli tekerlekli sandalyede erkek, elektrikli tekerlekli sandalyede erkek: orta koyu cilt tonu, erişilebilirlik, erkek, orta koyu cilt tonu, tekerlekli sandalye
👨🏿‍🦼	elektrikli tekerlekli sandalyede erkek, elektrikli tekerlekli sandalyede erkek: koyu cilt tonu, erişilebilirlik, erkek, koyu cilt tonu, tekerlekli sandalye
👩‍🦼	elektrikli tekerlekli sandalyede kadın, erişilebilirlik, kadın, tekerlekli sandalye
👩🏻‍🦼	açık cilt tonu, elektrikli tekerlekli sandalyede kadın, elektrikli tekerlekli sandalyede kadın: açık cilt tonu, erişilebilirlik, kadın, tekerlekli sandalye
👩🏼‍🦼	elektrikli tekerlekli sandalyede kadın, elektrikli tekerlekli sandalyede kadın: orta açık cilt tonu, erişilebilirlik, kadın, orta açık cilt tonu, tekerlekli sandalye
👩🏽‍🦼	elektrikli tekerlekli sandalyede kadın, elektrikli tekerlekli sandalyede kadın: orta cilt tonu, erişilebilirlik, kadın, orta cilt tonu, tekerlekli sandalye
👩🏾‍🦼	elektrikli tekerlekli sandalyede kadın, elektrikli tekerlekli sandalyede kadın: orta koyu cilt tonu, erişilebilirlik, kadın, orta koyu cilt tonu, tekerlekli sandalye
👩🏿‍🦼	elektrikli tekerlekli sandalyede kadın, elektrikli tekerlekli sandalyede kadın: koyu cilt tonu, erişilebilirlik, kadın, koyu cilt tonu, tekerlekli sandalye
👨‍🦽	erişilebilirlik, erkek, tekerlekli sandalye, tekerlekli sandalyede erkek
👨🏻‍🦽	açık cilt tonu, erişilebilirlik, erkek, tekerlekli sandalye, tekerlekli sandalyede erkek, tekerlekli sandalyede erkek: açık cilt tonu
👨🏼‍🦽	erişilebilirlik, erkek, orta açık cilt tonu, tekerlekli sandalye, tekerlekli sandalyede erkek, tekerlekli sandalyede erkek: orta açık cilt tonu
👨🏽‍🦽	erişilebilirlik, erkek, orta cilt tonu, tekerlekli sandalye, tekerlekli sandalyede erkek, tekerlekli sandalyede erkek: orta cilt tonu
👨🏾‍🦽	erişilebilirlik, erkek, orta koyu cilt tonu, tekerlekli sandalye, tekerlekli sandalyede erkek, tekerlekli sandalyede erkek: orta koyu cilt tonu
👨🏿‍🦽	erişilebilirlik, erkek, koyu cilt tonu, tekerlekli sandalye, tekerlekli sandalyede erkek, tekerlekli sandalyede erkek: koyu cilt tonu
👩‍🦽	erişilebilirlik, kadın, tekerlekli sandalye, tekerlekli sandalyede kadın
👩🏻‍🦽	açık cilt tonu, erişilebilirlik, kadın, tekerlekli sandalye, tekerlekli sandalyede kadın, tekerlekli sandalyede kadın: açık cilt tonu
👩🏼‍🦽	erişilebilirlik, kadın, orta açık cilt tonu, tekerlekli sandalye, tekerlekli sandalyede kadın, tekerlekli sandalyede kadın: orta açık cilt tonu
👩🏽‍🦽	erişilebilirlik, kadın, orta cilt tonu, tekerlekli sandalye, tekerlekli sandalyede kadın, tekerlekli sandalyede kadın: orta cilt tonu
👩🏾‍🦽	erişilebilirlik, kadın, orta koyu cilt tonu, tekerlekli sandalye, tekerlekli sandalyede kadın, tekerlekli sandalyede kadın: orta koyu cilt tonu
👩🏿‍🦽	erişilebilirlik, kadın, koyu cilt tonu, tekerlekli sandalye, tekerlekli sandalyede kadın, tekerlekli sandalyede kadın: koyu cilt tonu
🏃	koşan kişi, koşu, maraton, spor
🏃🏻	açık cilt tonu, koşan kişi, koşan kişi: açık cilt tonu, koşu, maraton, spor
🏃🏼	koşan kişi, koşan kişi: orta açık cilt tonu, koşu, maraton, orta açık cilt tonu, spor
🏃🏽	koşan kişi, koşan kişi: orta cilt tonu, koşu, maraton, orta cilt tonu, spor
🏃🏾	koşan kişi, koşan kişi: orta koyu cilt tonu, koşu, maraton, orta koyu cilt tonu, spor
🏃🏿	koyu cilt tonu, koşan kişi, koşan kişi: koyu cilt tonu, koşu, maraton, spor
🏃‍♂	adam, erkek, koşan erkek, koşma, maraton, yarış
🏃🏻‍♂	adam, açık cilt tonu, erkek, koşan erkek, koşan erkek: açık cilt tonu, koşma, maraton, yarış
🏃🏼‍♂	adam, erkek, koşan erkek, koşan erkek: orta açık cilt tonu, koşma, maraton, orta açık cilt tonu, yarış
🏃🏽‍♂	adam, erkek, koşan erkek, koşan erkek: orta cilt tonu, koşma, maraton, orta cilt tonu, yarış
🏃🏾‍♂	adam, erkek, koşan erkek, koşan erkek: orta koyu cilt tonu, koşma, maraton, orta koyu cilt tonu, yarış
🏃🏿‍♂	adam, erkek, koyu cilt tonu, koşan erkek, koşan erkek: koyu cilt tonu, koşma, maraton, yarış
🏃‍♀	bayan, kadın, koşan kadın, koşma, maraton, yarış
🏃🏻‍♀	açık cilt tonu, bayan, kadın, koşan kadın, koşan kadın: açık cilt tonu, koşma, maraton, yarış
🏃🏼‍♀	bayan, kadın, koşan kadın, koşan kadın: orta açık cilt tonu, koşma, maraton, orta açık cilt tonu, yarış
🏃🏽‍♀	bayan, kadın, koşan kadın, koşan kadın: orta cilt tonu, koşma, maraton, orta cilt tonu, yarış
🏃🏾‍♀	bayan, kadın, koşan kadın, koşan kadın: orta koyu cilt tonu, koşma, maraton, orta koyu cilt tonu, yarış
🏃🏿‍♀	bayan, kadın, koyu cilt tonu, koşan kadın, koşan kadın: koyu cilt tonu, koşma, maraton, yarış
💃	dans, dans eden kadın, kişiler
💃🏻	açık cilt tonu, dans, dans eden kadın, dans eden kadın: açık cilt tonu, kişiler
💃🏼	dans, dans eden kadın, dans eden kadın: orta açık cilt tonu, kişiler, orta açık cilt tonu
💃🏽	dans, dans eden kadın, dans eden kadın: orta cilt tonu, kişiler, orta cilt tonu
💃🏾	dans, dans eden kadın, dans eden kadın: orta koyu cilt tonu, kişiler, orta koyu cilt tonu
💃🏿	dans, dans eden kadın, dans eden kadın: koyu cilt tonu, kişiler, koyu cilt tonu
🕺	adam, dans, dans eden adam
🕺🏻	adam, açık cilt tonu, dans, dans eden adam, dans eden adam: açık cilt tonu
🕺🏼	adam, dans, dans eden adam, dans eden adam: orta açık cilt tonu, orta açık cilt tonu
🕺🏽	adam, dans, dans eden adam, dans eden adam: orta cilt tonu, orta cilt tonu
🕺🏾	adam, dans, dans eden adam, dans eden adam: orta koyu cilt tonu, orta koyu cilt tonu
🕺🏿	adam, dans, dans eden adam, dans eden adam: koyu cilt tonu, koyu cilt tonu
🕴️	erkek, havalanan takım elbiseli adam, iş, işadamı, takım elbise
🕴🏻	açık cilt tonu, erkek, havalanan takım elbiseli adam, havalanan takım elbiseli adam: açık cilt tonu, iş, işadamı, takım elbise
🕴🏼	erkek, havalanan takım elbiseli adam, havalanan takım elbiseli adam: orta açık cilt tonu, iş, işadamı, orta açık cilt tonu, takım elbise
🕴🏽	erkek, havalanan takım elbiseli adam, havalanan takım elbiseli adam: orta cilt tonu, iş, işadamı, orta cilt tonu, takım elbise
🕴🏾	erkek, havalanan takım elbiseli adam, havalanan takım elbiseli adam: orta koyu cilt tonu, iş, işadamı, orta koyu cilt tonu, takım elbise
🕴🏿	erkek, havalanan takım elbiseli adam, havalanan takım elbiseli adam: koyu cilt tonu, iş, işadamı, koyu cilt tonu, takım elbise
👯	kadın, kişiler, kız, tavşan kulaklar, tavşan kulaklı kişi, tavşan kulaklı kişiler
👯‍♂	adam, dansçı, erkek, partiye katılma, tavşan kulak, tavşan kulaklı erkek, tavşan kulaklı erkekler
👯‍♀	bayan, dansçı, kadın, partiye katılma, tavşan kulak, tavşan kulaklı kadın, tavşan kulaklı kadınlar
🧖	buhar odası, buhar odasındaki kişi, sauna
🧖🏻	açık cilt tonu, buhar odası, buhar odasındaki kişi, buhar odasındaki kişi: açık cilt tonu, sauna
🧖🏼	buhar odası, buhar odasındaki kişi, buhar odasındaki kişi: orta açık cilt tonu, orta açık cilt tonu, sauna
🧖🏽	buhar odası, buhar odasındaki kişi, buhar odasındaki kişi: orta cilt tonu, orta cilt tonu, sauna
🧖🏾	buhar odası, buhar odasındaki kişi, buhar odasındaki kişi: orta koyu cilt tonu, orta koyu cilt tonu, sauna
🧖🏿	buhar odası, buhar odasındaki kişi, buhar odasındaki kişi: koyu cilt tonu, koyu cilt tonu, sauna
🧖‍♂	buhar odası, buhar odasındaki erkek, sauna
🧖🏻‍♂	açık cilt tonu, buhar odası, buhar odasındaki erkek, buhar odasındaki erkek: açık cilt tonu, sauna
🧖🏼‍♂	buhar odası, buhar odasındaki erkek, buhar odasındaki erkek: orta açık cilt tonu, orta açık cilt tonu, sauna
🧖🏽‍♂	buhar odası, buhar odasındaki erkek, buhar odasındaki erkek: orta cilt tonu, orta cilt tonu, sauna
🧖🏾‍♂	buhar odası, buhar odasındaki erkek, buhar odasındaki erkek: orta koyu cilt tonu, orta koyu cilt tonu, sauna
🧖🏿‍♂	buhar odası, buhar odasındaki erkek, buhar odasındaki erkek: koyu cilt tonu, koyu cilt tonu, sauna
🧖‍♀	buhar odası, buhar odasındaki kadın, sauna
🧖🏻‍♀	açık cilt tonu, buhar odası, buhar odasındaki kadın, buhar odasındaki kadın: açık cilt tonu, sauna
🧖🏼‍♀	buhar odası, buhar odasındaki kadın, buhar odasındaki kadın: orta açık cilt tonu, orta açık cilt tonu, sauna
🧖🏽‍♀	buhar odası, buhar odasındaki kadın, buhar odasındaki kadın: orta cilt tonu, orta cilt tonu, sauna
🧖🏾‍♀	buhar odası, buhar odasındaki kadın, buhar odasındaki kadın: orta koyu cilt tonu, orta koyu cilt tonu, sauna
🧖🏿‍♀	buhar odası, buhar odasındaki kadın, buhar odasındaki kadın: koyu cilt tonu, koyu cilt tonu, sauna
🧗	dağcı kişi
🧗🏻	açık cilt tonu, dağcı kişi, dağcı kişi: açık cilt tonu
🧗🏼	dağcı kişi, dağcı kişi: orta açık cilt tonu, orta açık cilt tonu
🧗🏽	dağcı kişi, dağcı kişi: orta cilt tonu, orta cilt tonu
🧗🏾	dağcı kişi, dağcı kişi: orta koyu cilt tonu, orta koyu cilt tonu
🧗🏿	dağcı kişi, dağcı kişi: koyu cilt tonu, koyu cilt tonu
🧗‍♂	dağcı erkek
🧗🏻‍♂	açık cilt tonu, dağcı erkek, dağcı erkek: açık cilt tonu
🧗🏼‍♂	dağcı erkek, dağcı erkek: orta açık cilt tonu, orta açık cilt tonu
🧗🏽‍♂	dağcı erkek, dağcı erkek: orta cilt tonu, orta cilt tonu
🧗🏾‍♂	dağcı erkek, dağcı erkek: orta koyu cilt tonu, orta koyu cilt tonu
🧗🏿‍♂	dağcı erkek, dağcı erkek: koyu cilt tonu, koyu cilt tonu
🧗‍♀	dağcı kadın
🧗🏻‍♀	açık cilt tonu, dağcı kadın, dağcı kadın: açık cilt tonu
🧗🏼‍♀	dağcı kadın, dağcı kadın: orta açık cilt tonu, orta açık cilt tonu
🧗🏽‍♀	dağcı kadın, dağcı kadın: orta cilt tonu, orta cilt tonu
🧗🏾‍♀	dağcı kadın, dağcı kadın: orta koyu cilt tonu, orta koyu cilt tonu
🧗🏿‍♀	dağcı kadın, dağcı kadın: koyu cilt tonu, koyu cilt tonu
🤺	birey, eskrim, eskrimci, kılıç, spor
🏇	at, at yarışı, jokey, spor, yarış, yarış atı
🏇🏻	at, at yarışı, at yarışı: açık cilt tonu, açık cilt tonu, jokey, spor, yarış, yarış atı
🏇🏼	at, at yarışı, at yarışı: orta açık cilt tonu, jokey, orta açık cilt tonu, spor, yarış, yarış atı
🏇🏽	at, at yarışı, at yarışı: orta cilt tonu, jokey, orta cilt tonu, spor, yarış, yarış atı
🏇🏾	at, at yarışı, at yarışı: orta koyu cilt tonu, jokey, orta koyu cilt tonu, spor, yarış, yarış atı
🏇🏿	at, at yarışı, at yarışı: koyu cilt tonu, jokey, koyu cilt tonu, spor, yarış, yarış atı
⛷️	kar, kayak, kayakçı
🏂️	snowboard, snowboard yapmak, snowbordçu, spor
🏂🏻	açık cilt tonu, snowboard, snowboard yapmak, snowbordçu, snowbordçu: açık cilt tonu, spor
🏂🏼	orta açık cilt tonu, snowboard, snowboard yapmak, snowbordçu, snowbordçu: orta açık cilt tonu, spor
🏂🏽	orta cilt tonu, snowboard, snowboard yapmak, snowbordçu, snowbordçu: orta cilt tonu, spor
🏂🏾	orta koyu cilt tonu, snowboard, snowboard yapmak, snowbordçu, snowbordçu: orta koyu cilt tonu, spor
🏂🏿	koyu cilt tonu, snowboard, snowboard yapmak, snowbordçu, snowbordçu: koyu cilt tonu, spor
🏌️	golf, golf oynayan kişi, top
🏌🏻	açık cilt tonu, golf, golf oynayan kişi, golf oynayan kişi: açık cilt tonu, top
🏌🏼	golf, golf oynayan kişi, golf oynayan kişi: orta açık cilt tonu, orta açık cilt tonu, top
🏌🏽	golf, golf oynayan kişi, golf oynayan kişi: orta cilt tonu, orta cilt tonu, top
🏌🏾	golf, golf oynayan kişi, golf oynayan kişi: orta koyu cilt tonu, orta koyu cilt tonu, top
🏌🏿	golf, golf oynayan kişi, golf oynayan kişi: koyu cilt tonu, koyu cilt tonu, top
🏌‍♂	adam, erkek, golf, golf oynayan erkek
🏌🏻‍♂	adam, açık cilt tonu, erkek, golf, golf oynayan erkek, golf oynayan erkek: açık cilt tonu
🏌🏼‍♂	adam, erkek, golf, golf oynayan erkek, golf oynayan erkek: orta açık cilt tonu, orta açık cilt tonu
🏌🏽‍♂	adam, erkek, golf, golf oynayan erkek, golf oynayan erkek: orta cilt tonu, orta cilt tonu
🏌🏾‍♂	adam, erkek, golf, golf oynayan erkek, golf oynayan erkek: orta koyu cilt tonu, orta koyu cilt tonu
🏌🏿‍♂	adam, erkek, golf, golf oynayan erkek, golf oynayan erkek: koyu cilt tonu, koyu cilt tonu
🏌‍♀	bayan, golf, golf oynayan kadın, kadın
🏌🏻‍♀	açık cilt tonu, bayan, golf, golf oynayan kadın, golf oynayan kadın: açık cilt tonu, kadın
🏌🏼‍♀	bayan, golf, golf oynayan kadın, golf oynayan kadın: orta açık cilt tonu, kadın, orta açık cilt tonu
🏌🏽‍♀	bayan, golf, golf oynayan kadın, golf oynayan kadın: orta cilt tonu, kadın, orta cilt tonu
🏌🏾‍♀	bayan, golf, golf oynayan kadın, golf oynayan kadın: orta koyu cilt tonu, kadın, orta koyu cilt tonu
🏌🏿‍♀	bayan, golf, golf oynayan kadın, golf oynayan kadın: koyu cilt tonu, kadın, koyu cilt tonu
🏄️	spor, sörf yapan kişi, sörfçü
🏄🏻	açık cilt tonu, spor, sörf yapan kişi, sörf yapan kişi: açık cilt tonu, sörfçü
🏄🏼	orta açık cilt tonu, spor, sörf yapan kişi, sörf yapan kişi: orta açık cilt tonu, sörfçü
🏄🏽	orta cilt tonu, spor, sörf yapan kişi, sörf yapan kişi: orta cilt tonu, sörfçü
🏄🏾	orta koyu cilt tonu, spor, sörf yapan kişi, sörf yapan kişi: orta koyu cilt tonu, sörfçü
🏄🏿	koyu cilt tonu, spor, sörf yapan kişi, sörf yapan kişi: koyu cilt tonu, sörfçü
🏄‍♂	adam, erkek, sörf, sörf yapan erkek
🏄🏻‍♂	adam, açık cilt tonu, erkek, sörf, sörf yapan erkek, sörf yapan erkek: açık cilt tonu
🏄🏼‍♂	adam, erkek, orta açık cilt tonu, sörf, sörf yapan erkek, sörf yapan erkek: orta açık cilt tonu
🏄🏽‍♂	adam, erkek, orta cilt tonu, sörf, sörf yapan erkek, sörf yapan erkek: orta cilt tonu
🏄🏾‍♂	adam, erkek, orta koyu cilt tonu, sörf, sörf yapan erkek, sörf yapan erkek: orta koyu cilt tonu
🏄🏿‍♂	adam, erkek, koyu cilt tonu, sörf, sörf yapan erkek, sörf yapan erkek: koyu cilt tonu
🏄‍♀	bayan, kadın, sörf, sörf yapan kadın
🏄🏻‍♀	açık cilt tonu, bayan, kadın, sörf, sörf yapan kadın, sörf yapan kadın: açık cilt tonu
🏄🏼‍♀	bayan, kadın, orta açık cilt tonu, sörf, sörf yapan kadın, sörf yapan kadın: orta açık cilt tonu
🏄🏽‍♀	bayan, kadın, orta cilt tonu, sörf, sörf yapan kadın, sörf yapan kadın: orta cilt tonu
🏄🏾‍♀	bayan, kadın, orta koyu cilt tonu, sörf, sörf yapan kadın, sörf yapan kadın: orta koyu cilt tonu
🏄🏿‍♀	bayan, kadın, koyu cilt tonu, sörf, sörf yapan kadın, sörf yapan kadın: koyu cilt tonu
🚣	sandalda kürek çeken kişi, taşıt, tekne
🚣🏻	açık cilt tonu, sandalda kürek çeken kişi, sandalda kürek çeken kişi: açık cilt tonu, taşıt, tekne
🚣🏼	orta açık cilt tonu, sandalda kürek çeken kişi, sandalda kürek çeken kişi: orta açık cilt tonu, taşıt, tekne
🚣🏽	orta cilt tonu, sandalda kürek çeken kişi, sandalda kürek çeken kişi: orta cilt tonu, taşıt, tekne
🚣🏾	orta koyu cilt tonu, sandalda kürek çeken kişi, sandalda kürek çeken kişi: orta koyu cilt tonu, taşıt, tekne
🚣🏿	koyu cilt tonu, sandalda kürek çeken kişi, sandalda kürek çeken kişi: koyu cilt tonu, taşıt, tekne
🚣‍♂	adam, erkek, kayık, sandal, sandalda kürek çeken erkek
🚣🏻‍♂	adam, açık cilt tonu, erkek, kayık, sandal, sandalda kürek çeken erkek, sandalda kürek çeken erkek: açık cilt tonu
🚣🏼‍♂	adam, erkek, kayık, orta açık cilt tonu, sandal, sandalda kürek çeken erkek, sandalda kürek çeken erkek: orta açık cilt tonu
🚣🏽‍♂	adam, erkek, kayık, orta cilt tonu, sandal, sandalda kürek çeken erkek, sandalda kürek çeken erkek: orta cilt tonu
🚣🏾‍♂	adam, erkek, kayık, orta koyu cilt tonu, sandal, sandalda kürek çeken erkek, sandalda kürek çeken erkek: orta koyu cilt tonu
🚣🏿‍♂	adam, erkek, kayık, koyu cilt tonu, sandal, sandalda kürek çeken erkek, sandalda kürek çeken erkek: koyu cilt tonu
🚣‍♀	bayan, kadın, kayık, sandal, sandalda kürek çeken kadın
🚣🏻‍♀	açık cilt tonu, bayan, kadın, kayık, sandal, sandalda kürek çeken kadın, sandalda kürek çeken kadın: açık cilt tonu
🚣🏼‍♀	bayan, kadın, kayık, orta açık cilt tonu, sandal, sandalda kürek çeken kadın, sandalda kürek çeken kadın: orta açık cilt tonu
🚣🏽‍♀	bayan, kadın, kayık, orta cilt tonu, sandal, sandalda kürek çeken kadın, sandalda kürek çeken kadın: orta cilt tonu
🚣🏾‍♀	bayan, kadın, kayık, orta koyu cilt tonu, sandal, sandalda kürek çeken kadın, sandalda kürek çeken kadın: orta koyu cilt tonu
🚣🏿‍♀	bayan, kadın, kayık, koyu cilt tonu, sandal, sandalda kürek çeken kadın, sandalda kürek çeken kadın: koyu cilt tonu
🏊️	spor, yüzen kişi, yüzme
🏊🏻	açık cilt tonu, spor, yüzen kişi, yüzen kişi: açık cilt tonu, yüzme
🏊🏼	orta açık cilt tonu, spor, yüzen kişi, yüzen kişi: orta açık cilt tonu, yüzme
🏊🏽	orta cilt tonu, spor, yüzen kişi, yüzen kişi: orta cilt tonu, yüzme
🏊🏾	orta koyu cilt tonu, spor, yüzen kişi, yüzen kişi: orta koyu cilt tonu, yüzme
🏊🏿	koyu cilt tonu, spor, yüzen kişi, yüzen kişi: koyu cilt tonu, yüzme
🏊‍♂	adam, erkek, yüzen erkek, yüzme
🏊🏻‍♂	adam, açık cilt tonu, erkek, yüzen erkek, yüzen erkek: açık cilt tonu, yüzme
🏊🏼‍♂	adam, erkek, orta açık cilt tonu, yüzen erkek, yüzen erkek: orta açık cilt tonu, yüzme
🏊🏽‍♂	adam, erkek, orta cilt tonu, yüzen erkek, yüzen erkek: orta cilt tonu, yüzme
🏊🏾‍♂	adam, erkek, orta koyu cilt tonu, yüzen erkek, yüzen erkek: orta koyu cilt tonu, yüzme
🏊🏿‍♂	adam, erkek, koyu cilt tonu, yüzen erkek, yüzen erkek: koyu cilt tonu, yüzme
🏊‍♀	bayan, kadın, yüzen kadın, yüzme
🏊🏻‍♀	açık cilt tonu, bayan, kadın, yüzen kadın, yüzen kadın: açık cilt tonu, yüzme
🏊🏼‍♀	bayan, kadın, orta açık cilt tonu, yüzen kadın, yüzen kadın: orta açık cilt tonu, yüzme
🏊🏽‍♀	bayan, kadın, orta cilt tonu, yüzen kadın, yüzen kadın: orta cilt tonu, yüzme
🏊🏾‍♀	bayan, kadın, orta koyu cilt tonu, yüzen kadın, yüzen kadın: orta koyu cilt tonu, yüzme
🏊🏿‍♀	bayan, kadın, koyu cilt tonu, yüzen kadın, yüzen kadın: koyu cilt tonu, yüzme
⛹️	top, top sektiren kişi
⛹🏻	açık cilt tonu, top, top sektiren kişi, top sektiren kişi: açık cilt tonu
⛹🏼	orta açık cilt tonu, top, top sektiren kişi, top sektiren kişi: orta açık cilt tonu
⛹🏽	orta cilt tonu, top, top sektiren kişi, top sektiren kişi: orta cilt tonu
⛹🏾	orta koyu cilt tonu, top, top sektiren kişi, top sektiren kişi: orta koyu cilt tonu
⛹🏿	koyu cilt tonu, top, top sektiren kişi, top sektiren kişi: koyu cilt tonu
⛹‍♂	adam, erkek, top, top sektiren erkek
⛹🏻‍♂	adam, açık cilt tonu, erkek, top, top sektiren erkek, top sektiren erkek: açık cilt tonu
⛹🏼‍♂	adam, erkek, orta açık cilt tonu, top, top sektiren erkek, top sektiren erkek: orta açık cilt tonu
⛹🏽‍♂	adam, erkek, orta cilt tonu, top, top sektiren erkek, top sektiren erkek: orta cilt tonu
⛹🏾‍♂	adam, erkek, orta koyu cilt tonu, top, top sektiren erkek, top sektiren erkek: orta koyu cilt tonu
⛹🏿‍♂	adam, erkek, koyu cilt tonu, top, top sektiren erkek, top sektiren erkek: koyu cilt tonu
⛹‍♀	bayan, kadın, top, top sektiren kadın
⛹🏻‍♀	açık cilt tonu, bayan, kadın, top, top sektiren kadın, top sektiren kadın: açık cilt tonu
⛹🏼‍♀	bayan, kadın, orta açık cilt tonu, top, top sektiren kadın, top sektiren kadın: orta açık cilt tonu
⛹🏽‍♀	bayan, kadın, orta cilt tonu, top, top sektiren kadın, top sektiren kadın: orta cilt tonu
⛹🏾‍♀	bayan, kadın, orta koyu cilt tonu, top, top sektiren kadın, top sektiren kadın: orta koyu cilt tonu
⛹🏿‍♀	bayan, kadın, koyu cilt tonu, top, top sektiren kadın, top sektiren kadın: koyu cilt tonu
🏋️	ağırlık, ağırlık kaldıran kişi, halter
🏋🏻	açık cilt tonu, ağırlık, ağırlık kaldıran kişi, ağırlık kaldıran kişi: açık cilt tonu, halter
🏋🏼	ağırlık, ağırlık kaldıran kişi, ağırlık kaldıran kişi: orta açık cilt tonu, halter, orta açık cilt tonu
🏋🏽	ağırlık, ağırlık kaldıran kişi, ağırlık kaldıran kişi: orta cilt tonu, halter, orta cilt tonu
🏋🏾	ağırlık, ağırlık kaldıran kişi, ağırlık kaldıran kişi: orta koyu cilt tonu, halter, orta koyu cilt tonu
🏋🏿	ağırlık, ağırlık kaldıran kişi, ağırlık kaldıran kişi: koyu cilt tonu, halter, koyu cilt tonu
🏋‍♂	adam, ağırlık kaldıran, ağırlık kaldıran erkek, erkek
🏋🏻‍♂	adam, açık cilt tonu, ağırlık kaldıran, ağırlık kaldıran erkek, ağırlık kaldıran erkek: açık cilt tonu, erkek
🏋🏼‍♂	adam, ağırlık kaldıran, ağırlık kaldıran erkek, ağırlık kaldıran erkek: orta açık cilt tonu, erkek, orta açık cilt tonu
🏋🏽‍♂	adam, ağırlık kaldıran, ağırlık kaldıran erkek, ağırlık kaldıran erkek: orta cilt tonu, erkek, orta cilt tonu
🏋🏾‍♂	adam, ağırlık kaldıran, ağırlık kaldıran erkek, ağırlık kaldıran erkek: orta koyu cilt tonu, erkek, orta koyu cilt tonu
🏋🏿‍♂	adam, ağırlık kaldıran, ağırlık kaldıran erkek, ağırlık kaldıran erkek: koyu cilt tonu, erkek, koyu cilt tonu
🏋‍♀	ağırlık kaldıran, ağırlık kaldıran kadın, bayan, kadın
