😀	malaking ngiti, mukha, mukhang nakangisi, mukhang nakangiti, nakangiti, ngiti
🧚🏼	Oberon, Puck, Titania, diwata, diwata: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat
🧚🏽	Oberon, Puck, Titania, diwata, diwata: katamtamang kulay ng balat, katamtamang kulay ng balat
🧚🏾	Oberon, Puck, Titania, diwata, diwata: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat
🧚🏿	Oberon, Puck, Titania, dark na kulay ng balat, diwata, diwata: dark na kulay ng balat
🧚‍♂	Oberon, Puck, lalaking diwata
🧚🏻‍♂	Oberon, Puck, lalaking diwata, lalaking diwata: light na kulay ng balat, light na kulay ng balat
🧚🏼‍♂	Oberon, Puck, katamtamang light na kulay ng balat, lalaking diwata, lalaking diwata: katamtamang light na kulay ng balat
🧚🏽‍♂	Oberon, Puck, katamtamang kulay ng balat, lalaking diwata, lalaking diwata: katamtamang kulay ng balat
🧚🏾‍♂	Oberon, Puck, katamtamang dark na kulay ng balat, lalaking diwata, lalaking diwata: katamtamang dark na kulay ng balat
🧚🏿‍♂	Oberon, Puck, dark na kulay ng balat, lalaking diwata, lalaking diwata: dark na kulay ng balat
🧚‍♀	Titania, babaeng diwata
🧚🏻‍♀	Titania, babaeng diwata, babaeng diwata: light na kulay ng balat, light na kulay ng balat
🧚🏼‍♀	Titania, babaeng diwata, babaeng diwata: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat
🧚🏽‍♀	Titania, babaeng diwata, babaeng diwata: katamtamang kulay ng balat, katamtamang kulay ng balat
🧚🏾‍♀	Titania, babaeng diwata, babaeng diwata: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat
🧚🏿‍♀	Titania, babaeng diwata, babaeng diwata: dark na kulay ng balat, dark na kulay ng balat
🧛	Drakula, bampira, buhay na patay
🧛🏻	Drakula, bampira, bampira: light na kulay ng balat, buhay na patay, light na kulay ng balat
🧛🏼	Drakula, bampira, bampira: katamtamang light na kulay ng balat, buhay na patay, katamtamang light na kulay ng balat
🧛🏽	Drakula, bampira, bampira: katamtamang kulay ng balat, buhay na patay, katamtamang kulay ng balat
🧛🏾	Drakula, bampira, bampira: katamtamang dark na kulay ng balat, buhay na patay, katamtamang dark na kulay ng balat
🧛🏿	Drakula, bampira, bampira: dark na kulay ng balat, buhay na patay, dark na kulay ng balat
🧛‍♂	Drakula, buhay na patay, lalaking bampira
🧛🏻‍♂	Drakula, buhay na patay, lalaking bampira, lalaking bampira: light na kulay ng balat, light na kulay ng balat
🧛🏼‍♂	Drakula, buhay na patay, katamtamang light na kulay ng balat, lalaking bampira, lalaking bampira: katamtamang light na kulay ng balat
🧛🏽‍♂	Drakula, buhay na patay, katamtamang kulay ng balat, lalaking bampira, lalaking bampira: katamtamang kulay ng balat
🧛🏾‍♂	Drakula, buhay na patay, katamtamang dark na kulay ng balat, lalaking bampira, lalaking bampira: katamtamang dark na kulay ng balat
🧛🏿‍♂	Drakula, buhay na patay, dark na kulay ng balat, lalaking bampira, lalaking bampira: dark na kulay ng balat
🧛‍♀	babaeng bampira, buhay na patay
🧛🏻‍♀	babaeng bampira, babaeng bampira: light na kulay ng balat, buhay na patay, light na kulay ng balat
🧛🏼‍♀	babaeng bampira, babaeng bampira: katamtamang light na kulay ng balat, buhay na patay, katamtamang light na kulay ng balat
🧛🏽‍♀	babaeng bampira, babaeng bampira: katamtamang kulay ng balat, buhay na patay, katamtamang kulay ng balat
🧛🏾‍♀	babaeng bampira, babaeng bampira: katamtamang dark na kulay ng balat, buhay na patay, katamtamang dark na kulay ng balat
🧛🏿‍♀	babaeng bampira, babaeng bampira: dark na kulay ng balat, buhay na patay, dark na kulay ng balat
🧜	lalaking sirena, merperson, sirena
🧜🏻	lalaking sirena, light na kulay ng balat, merperson, merperson: light na kulay ng balat, sirena
🧜🏼	katamtamang light na kulay ng balat, lalaking sirena, merperson, merperson: katamtamang light na kulay ng balat, sirena
🧜🏽	katamtamang kulay ng balat, lalaking sirena, merperson, merperson: katamtamang kulay ng balat, sirena
🧜🏾	katamtamang dark na kulay ng balat, lalaking sirena, merperson, merperson: katamtamang dark na kulay ng balat, sirena
🧜🏿	dark na kulay ng balat, lalaking sirena, merperson, merperson: dark na kulay ng balat, sirena
🧜‍♂	Triton, lalaking sirena
🧜🏻‍♂	Triton, lalaking sirena, lalaking sirena: light na kulay ng balat, light na kulay ng balat
🧜🏼‍♂	Triton, katamtamang light na kulay ng balat, lalaking sirena, lalaking sirena: katamtamang light na kulay ng balat
🧜🏽‍♂	Triton, katamtamang kulay ng balat, lalaking sirena, lalaking sirena: katamtamang kulay ng balat
🧜🏾‍♂	Triton, katamtamang dark na kulay ng balat, lalaking sirena, lalaking sirena: katamtamang dark na kulay ng balat
🧜🏿‍♂	Triton, dark na kulay ng balat, lalaking sirena, lalaking sirena: dark na kulay ng balat
🧜‍♀	babaeng sirena, sirena
🧜🏻‍♀	babaeng sirena, light na kulay ng balat, sirena, sirena: light na kulay ng balat
🧜🏼‍♀	babaeng sirena, katamtamang light na kulay ng balat, sirena, sirena: katamtamang light na kulay ng balat
🧜🏽‍♀	babaeng sirena, katamtamang kulay ng balat, sirena, sirena: katamtamang kulay ng balat
🧜🏾‍♀	babaeng sirena, katamtamang dark na kulay ng balat, sirena, sirena: katamtamang dark na kulay ng balat
🧜🏿‍♀	babaeng sirena, dark na kulay ng balat, sirena, sirena: dark na kulay ng balat
🧝	duwende, mahiwaga
🧝🏻	duwende, duwende: light na kulay ng balat, light na kulay ng balat, mahiwaga
🧝🏼	duwende, duwende: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat, mahiwaga
🧝🏽	duwende, duwende: katamtamang kulay ng balat, katamtamang kulay ng balat, mahiwaga
🧝🏾	duwende, duwende: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat, mahiwaga
🧝🏿	dark na kulay ng balat, duwende, duwende: dark na kulay ng balat, mahiwaga
🧝‍♂	lalaking duwende, mahiwaga
🧝🏻‍♂	lalaking duwende, lalaking duwende: light na kulay ng balat, light na kulay ng balat, mahiwaga
🧝🏼‍♂	katamtamang light na kulay ng balat, lalaking duwende, lalaking duwende: katamtamang light na kulay ng balat, mahiwaga
🧝🏽‍♂	katamtamang kulay ng balat, lalaking duwende, lalaking duwende: katamtamang kulay ng balat, mahiwaga
🧝🏾‍♂	katamtamang dark na kulay ng balat, lalaking duwende, lalaking duwende: katamtamang dark na kulay ng balat, mahiwaga
🧝🏿‍♂	dark na kulay ng balat, lalaking duwende, lalaking duwende: dark na kulay ng balat, mahiwaga
🧝‍♀	babaeng duwende, mahiwaga
🧝🏻‍♀	babaeng duwende, babaeng duwende: light na kulay ng balat, light na kulay ng balat, mahiwaga
🧝🏼‍♀	babaeng duwende, babaeng duwende: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat, mahiwaga
🧝🏽‍♀	babaeng duwende, babaeng duwende: katamtamang kulay ng balat, katamtamang kulay ng balat, mahiwaga
🧝🏾‍♀	babaeng duwende, babaeng duwende: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat, mahiwaga
🧝🏿‍♀	babaeng duwende, babaeng duwende: dark na kulay ng balat, dark na kulay ng balat, mahiwaga
🧞	djinn, genie
🧞‍♂	djinn, lalaking genie
🧞‍♀	babaeng genie, djinn
🧟	buhay na patay, walking dead, zombie
🧟‍♂	buhay na patay, lalaking zombie, walking dead
🧟‍♀	babaeng zombie, buhay na patay, walking dead
💆	masahe, mukha, pagpapamasahe ng mukha, parlor, salon
💆🏻	light na kulay ng balat, masahe, mukha, pagpapamasahe ng mukha, pagpapamasahe ng mukha: light na kulay ng balat, parlor, salon
💆🏼	katamtamang light na kulay ng balat, masahe, mukha, pagpapamasahe ng mukha, pagpapamasahe ng mukha: katamtamang light na kulay ng balat, parlor, salon
💆🏽	katamtamang kulay ng balat, masahe, mukha, pagpapamasahe ng mukha, pagpapamasahe ng mukha: katamtamang kulay ng balat, parlor, salon
💆🏾	katamtamang dark na kulay ng balat, masahe, mukha, pagpapamasahe ng mukha, pagpapamasahe ng mukha: katamtamang dark na kulay ng balat, parlor, salon
💆🏿	dark na kulay ng balat, masahe, mukha, pagpapamasahe ng mukha, pagpapamasahe ng mukha: dark na kulay ng balat, parlor, salon
💆‍♂	barberya, lalaking nagpapamasahe ng mukha, masahe sa mukha, parlor, salon
💆🏻‍♂	barberya, lalaking nagpapamasahe ng mukha, lalaking nagpapamasahe ng mukha: light na kulay ng balat, light na kulay ng balat, masahe sa mukha, parlor, salon
💆🏼‍♂	barberya, katamtamang light na kulay ng balat, lalaking nagpapamasahe ng mukha, lalaking nagpapamasahe ng mukha: katamtamang light na kulay ng balat, masahe sa mukha, parlor, salon
💆🏽‍♂	barberya, katamtamang kulay ng balat, lalaking nagpapamasahe ng mukha, lalaking nagpapamasahe ng mukha: katamtamang kulay ng balat, masahe sa mukha, parlor, salon
💆🏾‍♂	barberya, katamtamang dark na kulay ng balat, lalaking nagpapamasahe ng mukha, lalaking nagpapamasahe ng mukha: katamtamang dark na kulay ng balat, masahe sa mukha, parlor, salon
💆🏿‍♂	barberya, dark na kulay ng balat, lalaking nagpapamasahe ng mukha, lalaking nagpapamasahe ng mukha: dark na kulay ng balat, masahe sa mukha, parlor, salon
💆‍♀	babaeng nagpapamasahe ng mukha, masahe sa mukha, parlor, salon, spa
💆🏻‍♀	babaeng nagpapamasahe ng mukha, babaeng nagpapamasahe ng mukha: light na kulay ng balat, light na kulay ng balat, masahe sa mukha, parlor, salon, spa
💆🏼‍♀	babaeng nagpapamasahe ng mukha, babaeng nagpapamasahe ng mukha: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat, masahe sa mukha, parlor, salon, spa
💆🏽‍♀	babaeng nagpapamasahe ng mukha, babaeng nagpapamasahe ng mukha: katamtamang kulay ng balat, katamtamang kulay ng balat, masahe sa mukha, parlor, salon, spa
💆🏾‍♀	babaeng nagpapamasahe ng mukha, babaeng nagpapamasahe ng mukha: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat, masahe sa mukha, parlor, salon, spa
💆🏿‍♀	babaeng nagpapamasahe ng mukha, babaeng nagpapamasahe ng mukha: dark na kulay ng balat, dark na kulay ng balat, masahe sa mukha, parlor, salon, spa
💇	barbero, buhok, pagpapagupit ng buhok, parlor, salon
💇🏻	barbero, buhok, light na kulay ng balat, pagpapagupit ng buhok, pagpapagupit ng buhok: light na kulay ng balat, parlor, salon
💇🏼	barbero, buhok, katamtamang light na kulay ng balat, pagpapagupit ng buhok, pagpapagupit ng buhok: katamtamang light na kulay ng balat, parlor, salon
💇🏽	barbero, buhok, katamtamang kulay ng balat, pagpapagupit ng buhok, pagpapagupit ng buhok: katamtamang kulay ng balat, parlor, salon
💇🏾	barbero, buhok, katamtamang dark na kulay ng balat, pagpapagupit ng buhok, pagpapagupit ng buhok: katamtamang dark na kulay ng balat, parlor, salon
💇🏿	barbero, buhok, dark na kulay ng balat, pagpapagupit ng buhok, pagpapagupit ng buhok: dark na kulay ng balat, parlor, salon
💇‍♂	barberya, gupit ng buhok, lalaking nagpapagupit, parlor, salon
💇🏻‍♂	barberya, gupit ng buhok, lalaking nagpapagupit, lalaking nagpapagupit: light na kulay ng balat, light na kulay ng balat, parlor, salon
💇🏼‍♂	barberya, gupit ng buhok, katamtamang light na kulay ng balat, lalaking nagpapagupit, lalaking nagpapagupit: katamtamang light na kulay ng balat, parlor, salon
💇🏽‍♂	barberya, gupit ng buhok, katamtamang kulay ng balat, lalaking nagpapagupit, lalaking nagpapagupit: katamtamang kulay ng balat, parlor, salon
💇🏾‍♂	barberya, gupit ng buhok, katamtamang dark na kulay ng balat, lalaking nagpapagupit, lalaking nagpapagupit: katamtamang dark na kulay ng balat, parlor, salon
💇🏿‍♂	barberya, dark na kulay ng balat, gupit ng buhok, lalaking nagpapagupit, lalaking nagpapagupit: dark na kulay ng balat, parlor, salon
💇‍♀	babaeng nagpapagupit, gupit ng buhok, parlor, salon
💇🏻‍♀	babaeng nagpapagupit, babaeng nagpapagupit: light na kulay ng balat, gupit ng buhok, light na kulay ng balat, parlor, salon
💇🏼‍♀	babaeng nagpapagupit, babaeng nagpapagupit: katamtamang light na kulay ng balat, gupit ng buhok, katamtamang light na kulay ng balat, parlor, salon
💇🏽‍♀	babaeng nagpapagupit, babaeng nagpapagupit: katamtamang kulay ng balat, gupit ng buhok, katamtamang kulay ng balat, parlor, salon
💇🏾‍♀	babaeng nagpapagupit, babaeng nagpapagupit: katamtamang dark na kulay ng balat, gupit ng buhok, katamtamang dark na kulay ng balat, parlor, salon
💇🏿‍♀	babaeng nagpapagupit, babaeng nagpapagupit: dark na kulay ng balat, dark na kulay ng balat, gupit ng buhok, parlor, salon
🚶	naglalakad, pedestrian, tao, taong naglalakad
🚶🏻	light na kulay ng balat, naglalakad, pedestrian, tao, taong naglalakad, taong naglalakad: light na kulay ng balat
🚶🏼	katamtamang light na kulay ng balat, naglalakad, pedestrian, tao, taong naglalakad, taong naglalakad: katamtamang light na kulay ng balat
🚶🏽	katamtamang kulay ng balat, naglalakad, pedestrian, tao, taong naglalakad, taong naglalakad: katamtamang kulay ng balat
🚶🏾	katamtamang dark na kulay ng balat, naglalakad, pedestrian, tao, taong naglalakad, taong naglalakad: katamtamang dark na kulay ng balat
🚶🏿	dark na kulay ng balat, naglalakad, pedestrian, tao, taong naglalakad, taong naglalakad: dark na kulay ng balat
🚶‍♂	lakad, lalaki, lalaking naglalakad
🚶🏻‍♂	lakad, lalaki, lalaking naglalakad, lalaking naglalakad: light na kulay ng balat, light na kulay ng balat
🚶🏼‍♂	katamtamang light na kulay ng balat, lakad, lalaki, lalaking naglalakad, lalaking naglalakad: katamtamang light na kulay ng balat
🚶🏽‍♂	katamtamang kulay ng balat, lakad, lalaki, lalaking naglalakad, lalaking naglalakad: katamtamang kulay ng balat
🚶🏾‍♂	katamtamang dark na kulay ng balat, lakad, lalaki, lalaking naglalakad, lalaking naglalakad: katamtamang dark na kulay ng balat
🚶🏿‍♂	dark na kulay ng balat, lakad, lalaki, lalaking naglalakad, lalaking naglalakad: dark na kulay ng balat
🚶‍♀	babae, babaeng naglalakad, lakad
🚶🏻‍♀	babae, babaeng naglalakad, babaeng naglalakad: light na kulay ng balat, lakad, light na kulay ng balat
🚶🏼‍♀	babae, babaeng naglalakad, babaeng naglalakad: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat, lakad
🚶🏽‍♀	babae, babaeng naglalakad, babaeng naglalakad: katamtamang kulay ng balat, katamtamang kulay ng balat, lakad
🚶🏾‍♀	babae, babaeng naglalakad, babaeng naglalakad: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat, lakad
🚶🏿‍♀	babae, babaeng naglalakad, babaeng naglalakad: dark na kulay ng balat, dark na kulay ng balat, lakad
🧍	nakatayo, nakatayong tao, tumayo
🧍🏻	light na kulay ng balat, nakatayo, nakatayong tao, nakatayong tao: light na kulay ng balat, tumayo
🧍🏼	katamtamang light na kulay ng balat, nakatayo, nakatayong tao, nakatayong tao: katamtamang light na kulay ng balat, tumayo
🧍🏽	katamtamang kulay ng balat, nakatayo, nakatayong tao, nakatayong tao: katamtamang kulay ng balat, tumayo
🧍🏾	katamtamang dark na kulay ng balat, nakatayo, nakatayong tao, nakatayong tao: katamtamang dark na kulay ng balat, tumayo
🧍🏿	dark na kulay ng balat, nakatayo, nakatayong tao, nakatayong tao: dark na kulay ng balat, tumayo
🧍‍♂	lalaki, lalaking nakatayo, nakatayo
🧍🏻‍♂	lalaki, lalaking nakatayo, lalaking nakatayo: light na kulay ng balat, light na kulay ng balat, nakatayo
🧍🏼‍♂	katamtamang light na kulay ng balat, lalaki, lalaking nakatayo, lalaking nakatayo: katamtamang light na kulay ng balat, nakatayo
🧍🏽‍♂	katamtamang kulay ng balat, lalaki, lalaking nakatayo, lalaking nakatayo: katamtamang kulay ng balat, nakatayo
🧍🏾‍♂	katamtamang dark na kulay ng balat, lalaki, lalaking nakatayo, lalaking nakatayo: katamtamang dark na kulay ng balat, nakatayo
🧍🏿‍♂	dark na kulay ng balat, lalaki, lalaking nakatayo, lalaking nakatayo: dark na kulay ng balat, nakatayo
🧍‍♀	babae, babaeng nakatayo, nakatayo
🧍🏻‍♀	babae, babaeng nakatayo, babaeng nakatayo: light na kulay ng balat, light na kulay ng balat, nakatayo
🧍🏼‍♀	babae, babaeng nakatayo, babaeng nakatayo: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat, nakatayo
🧍🏽‍♀	babae, babaeng nakatayo, babaeng nakatayo: katamtamang kulay ng balat, katamtamang kulay ng balat, nakatayo
🧍🏾‍♀	babae, babaeng nakatayo, babaeng nakatayo: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat, nakatayo
🧍🏿‍♀	babae, babaeng nakatayo, babaeng nakatayo: dark na kulay ng balat, dark na kulay ng balat, nakatayo
🧎	lumuhod, nakaluhod, taong nakaluhod
🧎🏻	light na kulay ng balat, lumuhod, nakaluhod, taong nakaluhod, taong nakaluhod: light na kulay ng balat
🧎🏼	katamtamang light na kulay ng balat, lumuhod, nakaluhod, taong nakaluhod, taong nakaluhod: katamtamang light na kulay ng balat
🧎🏽	katamtamang kulay ng balat, lumuhod, nakaluhod, taong nakaluhod, taong nakaluhod: katamtamang kulay ng balat
🧎🏾	katamtamang dark na kulay ng balat, lumuhod, nakaluhod, taong nakaluhod, taong nakaluhod: katamtamang dark na kulay ng balat
🧎🏿	dark na kulay ng balat, lumuhod, nakaluhod, taong nakaluhod, taong nakaluhod: dark na kulay ng balat
🧎‍♂	lalaki, lalaking nakaluhod, nakaluhod
🧎🏻‍♂	lalaki, lalaking nakaluhod, lalaking nakaluhod: light na kulay ng balat, light na kulay ng balat, nakaluhod
🧎🏼‍♂	katamtamang light na kulay ng balat, lalaki, lalaking nakaluhod, lalaking nakaluhod: katamtamang light na kulay ng balat, nakaluhod
🧎🏽‍♂	katamtamang kulay ng balat, lalaki, lalaking nakaluhod, lalaking nakaluhod: katamtamang kulay ng balat, nakaluhod
🧎🏾‍♂	katamtamang dark na kulay ng balat, lalaki, lalaking nakaluhod, lalaking nakaluhod: katamtamang dark na kulay ng balat, nakaluhod
🧎🏿‍♂	dark na kulay ng balat, lalaki, lalaking nakaluhod, lalaking nakaluhod: dark na kulay ng balat, nakaluhod
🧎‍♀	babae, babaeng nakaluhod, nakaluhod
🧎🏻‍♀	babae, babaeng nakaluhod, babaeng nakaluhod: light na kulay ng balat, light na kulay ng balat, nakaluhod
🧎🏼‍♀	babae, babaeng nakaluhod, babaeng nakaluhod: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat, nakaluhod
🧎🏽‍♀	babae, babaeng nakaluhod, babaeng nakaluhod: katamtamang kulay ng balat, katamtamang kulay ng balat, nakaluhod
🧎🏾‍♀	babae, babaeng nakaluhod, babaeng nakaluhod: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat, nakaluhod
🧎🏿‍♀	babae, babaeng nakaluhod, babaeng nakaluhod: dark na kulay ng balat, dark na kulay ng balat, nakaluhod
👨‍🦯	bulag, lalaki, lalaking may baston, pagiging naa-access
👨🏻‍🦯	bulag, lalaki, lalaking may baston, lalaking may baston: light na kulay ng balat, light na kulay ng balat, pagiging naa-access
👨🏼‍🦯	bulag, katamtamang light na kulay ng balat, lalaki, lalaking may baston, lalaking may baston: katamtamang light na kulay ng balat, pagiging naa-access
👨🏽‍🦯	bulag, katamtamang kulay ng balat, lalaki, lalaking may baston, lalaking may baston: katamtamang kulay ng balat, pagiging naa-access
👨🏾‍🦯	bulag, katamtamang dark na kulay ng balat, lalaki, lalaking may baston, lalaking may baston: katamtamang dark na kulay ng balat, pagiging naa-access
👨🏿‍🦯	bulag, dark na kulay ng balat, lalaki, lalaking may baston, lalaking may baston: dark na kulay ng balat, pagiging naa-access
👩‍🦯	babae, babaeng may baston, bulag, pagiging naa-access
👩🏻‍🦯	babae, babaeng may baston, babaeng may baston: light na kulay ng balat, bulag, light na kulay ng balat, pagiging naa-access
👩🏼‍🦯	babae, babaeng may baston, babaeng may baston: katamtamang light na kulay ng balat, bulag, katamtamang light na kulay ng balat, pagiging naa-access
👩🏽‍🦯	babae, babaeng may baston, babaeng may baston: katamtamang kulay ng balat, bulag, katamtamang kulay ng balat, pagiging naa-access
👩🏾‍🦯	babae, babaeng may baston, babaeng may baston: katamtamang dark na kulay ng balat, bulag, katamtamang dark na kulay ng balat, pagiging naa-access
👩🏿‍🦯	babae, babaeng may baston, babaeng may baston: dark na kulay ng balat, bulag, dark na kulay ng balat, pagiging naa-access
👨‍🦼	lalaki, lalaki sa de-kuryenteng wheelchair, pagiging naa-access, wheelchair
👨🏻‍🦼	lalaki, lalaki sa de-kuryenteng wheelchair, lalaki sa de-kuryenteng wheelchair: light na kulay ng balat, light na kulay ng balat, pagiging naa-access, wheelchair
👨🏼‍🦼	katamtamang light na kulay ng balat, lalaki, lalaki sa de-kuryenteng wheelchair, lalaki sa de-kuryenteng wheelchair: katamtamang light na kulay ng balat, pagiging naa-access, wheelchair
👨🏽‍🦼	katamtamang kulay ng balat, lalaki, lalaki sa de-kuryenteng wheelchair, lalaki sa de-kuryenteng wheelchair: katamtamang kulay ng balat, pagiging naa-access, wheelchair
👨🏾‍🦼	katamtamang dark na kulay ng balat, lalaki, lalaki sa de-kuryenteng wheelchair, lalaki sa de-kuryenteng wheelchair: katamtamang dark na kulay ng balat, pagiging naa-access, wheelchair
👨🏿‍🦼	dark na kulay ng balat, lalaki, lalaki sa de-kuryenteng wheelchair, lalaki sa de-kuryenteng wheelchair: dark na kulay ng balat, pagiging naa-access, wheelchair
👩‍🦼	babae, babae sa de-kuryenteng wheelchair, pagiging naa-access, wheelchair
👩🏻‍🦼	babae, babae sa de-kuryenteng wheelchair, babae sa de-kuryenteng wheelchair: light na kulay ng balat, light na kulay ng balat, pagiging naa-access, wheelchair
👩🏼‍🦼	babae, babae sa de-kuryenteng wheelchair, babae sa de-kuryenteng wheelchair: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat, pagiging naa-access, wheelchair
👩🏽‍🦼	babae, babae sa de-kuryenteng wheelchair, babae sa de-kuryenteng wheelchair: katamtamang kulay ng balat, katamtamang kulay ng balat, pagiging naa-access, wheelchair
👩🏾‍🦼	babae, babae sa de-kuryenteng wheelchair, babae sa de-kuryenteng wheelchair: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat, pagiging naa-access, wheelchair
👩🏿‍🦼	babae, babae sa de-kuryenteng wheelchair, babae sa de-kuryenteng wheelchair: dark na kulay ng balat, dark na kulay ng balat, pagiging naa-access, wheelchair
👨‍🦽	lalaki, lalaki sa manu-manong wheelchair, pagiging naa-access, wheelchair
👨🏻‍🦽	lalaki, lalaki sa manu-manong wheelchair, lalaki sa manu-manong wheelchair: light na kulay ng balat, light na kulay ng balat, pagiging naa-access, wheelchair
👨🏼‍🦽	katamtamang light na kulay ng balat, lalaki, lalaki sa manu-manong wheelchair, lalaki sa manu-manong wheelchair: katamtamang light na kulay ng balat, pagiging naa-access, wheelchair
👨🏽‍🦽	katamtamang kulay ng balat, lalaki, lalaki sa manu-manong wheelchair, lalaki sa manu-manong wheelchair: katamtamang kulay ng balat, pagiging naa-access, wheelchair
👨🏾‍🦽	katamtamang dark na kulay ng balat, lalaki, lalaki sa manu-manong wheelchair, lalaki sa manu-manong wheelchair: katamtamang dark na kulay ng balat, pagiging naa-access, wheelchair
👨🏿‍🦽	dark na kulay ng balat, lalaki, lalaki sa manu-manong wheelchair, lalaki sa manu-manong wheelchair: dark na kulay ng balat, pagiging naa-access, wheelchair
👩‍🦽	babae, babae sa manu-manong wheelchair, pagiging naa-access, wheelchair
👩🏻‍🦽	babae, babae sa manu-manong wheelchair, babae sa manu-manong wheelchair: light na kulay ng balat, light na kulay ng balat, pagiging naa-access, wheelchair
👩🏼‍🦽	babae, babae sa manu-manong wheelchair, babae sa manu-manong wheelchair: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat, pagiging naa-access, wheelchair
👩🏽‍🦽	babae, babae sa manu-manong wheelchair, babae sa manu-manong wheelchair: katamtamang kulay ng balat, katamtamang kulay ng balat, pagiging naa-access, wheelchair
👩🏾‍🦽	babae, babae sa manu-manong wheelchair, babae sa manu-manong wheelchair: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat, pagiging naa-access, wheelchair
👩🏿‍🦽	babae, babae sa manu-manong wheelchair, babae sa manu-manong wheelchair: dark na kulay ng balat, dark na kulay ng balat, pagiging naa-access, wheelchair
🏃	marathon, takbo, tao, tumatakbo
🏃🏻	light na kulay ng balat, marathon, takbo, tao, tumatakbo, tumatakbo: light na kulay ng balat
🏃🏼	katamtamang light na kulay ng balat, marathon, takbo, tao, tumatakbo, tumatakbo: katamtamang light na kulay ng balat
🏃🏽	katamtamang kulay ng balat, marathon, takbo, tao, tumatakbo, tumatakbo: katamtamang kulay ng balat
🏃🏾	katamtamang dark na kulay ng balat, marathon, takbo, tao, tumatakbo, tumatakbo: katamtamang dark na kulay ng balat
🏃🏿	dark na kulay ng balat, marathon, takbo, tao, tumatakbo, tumatakbo: dark na kulay ng balat
🏃‍♂	lalaki, lalaking tumatakbo, marathon, takbo
🏃🏻‍♂	lalaki, lalaking tumatakbo, lalaking tumatakbo: light na kulay ng balat, light na kulay ng balat, marathon, takbo
🏃🏼‍♂	katamtamang light na kulay ng balat, lalaki, lalaking tumatakbo, lalaking tumatakbo: katamtamang light na kulay ng balat, marathon, takbo
🏃🏽‍♂	katamtamang kulay ng balat, lalaki, lalaking tumatakbo, lalaking tumatakbo: katamtamang kulay ng balat, marathon, takbo
🏃🏾‍♂	katamtamang dark na kulay ng balat, lalaki, lalaking tumatakbo, lalaking tumatakbo: katamtamang dark na kulay ng balat, marathon, takbo
🏃🏿‍♂	dark na kulay ng balat, lalaki, lalaking tumatakbo, lalaking tumatakbo: dark na kulay ng balat, marathon, takbo
🏃‍♀	babae, babaeng tumatakbo, marathon, takbo
🏃🏻‍♀	babae, babaeng tumatakbo, babaeng tumatakbo: light na kulay ng balat, light na kulay ng balat, marathon, takbo
🏃🏼‍♀	babae, babaeng tumatakbo, babaeng tumatakbo: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat, marathon, takbo
🏃🏽‍♀	babae, babaeng tumatakbo, babaeng tumatakbo: katamtamang kulay ng balat, katamtamang kulay ng balat, marathon, takbo
🏃🏾‍♀	babae, babaeng tumatakbo, babaeng tumatakbo: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat, marathon, takbo
🏃🏿‍♀	babae, babaeng tumatakbo, babaeng tumatakbo: dark na kulay ng balat, dark na kulay ng balat, marathon, takbo
💃	babae, dancer, mananayaw, salsa, sayaw, sumasayaw
💃🏻	babae, dancer, light na kulay ng balat, mananayaw, mananayaw: light na kulay ng balat, salsa, sayaw, sumasayaw
💃🏼	babae, dancer, katamtamang light na kulay ng balat, mananayaw, mananayaw: katamtamang light na kulay ng balat, salsa, sayaw, sumasayaw
💃🏽	babae, dancer, katamtamang kulay ng balat, mananayaw, mananayaw: katamtamang kulay ng balat, salsa, sayaw, sumasayaw
💃🏾	babae, dancer, katamtamang dark na kulay ng balat, mananayaw, mananayaw: katamtamang dark na kulay ng balat, salsa, sayaw, sumasayaw
💃🏿	babae, dancer, dark na kulay ng balat, mananayaw, mananayaw: dark na kulay ng balat, salsa, sayaw, sumasayaw
🕺	lalaki, lalaking sumasayaw, sayaw
🕺🏻	lalaki, lalaking sumasayaw, lalaking sumasayaw: light na kulay ng balat, light na kulay ng balat, sayaw
