😀	roześmiana buźka, szeroko uśmiechnięta twarz
🕴🏽	biznesmen, garnitur, karnacja średnia, lewitacja, lewitować, lewitujący mężczyzna w garniturze, lewitujący mężczyzna w garniturze: karnacja średnia, mężczyzna
🕴🏾	biznesmen, garnitur, karnacja średnio ciemna, lewitacja, lewitować, lewitujący mężczyzna w garniturze, lewitujący mężczyzna w garniturze: karnacja średnio ciemna, mężczyzna
🕴🏿	biznesmen, garnitur, karnacja ciemna, lewitacja, lewitować, lewitujący mężczyzna w garniturze, lewitujący mężczyzna w garniturze: karnacja ciemna, mężczyzna
👯	dziewczyny, kobiety, króliczki, osoby z uszami królika na przyjęciu, tancerki, uszy
👯‍♂	impreza, królicze uszy, mężczyźni, mężczyźni z uszami królika na przyjęciu, tancerze
👯‍♀	impreza, kobiety, kobiety z uszami królika na przyjęciu, królicze uszy, tancerki
🧖	osoba w zaparowanym pomieszczeniu, sauna, zaparowane pomieszczenie
🧖🏻	karnacja jasna, osoba w zaparowanym pomieszczeniu, osoba w zaparowanym pomieszczeniu: karnacja jasna, sauna, zaparowane pomieszczenie
🧖🏼	karnacja średnio jasna, osoba w zaparowanym pomieszczeniu, osoba w zaparowanym pomieszczeniu: karnacja średnio jasna, sauna, zaparowane pomieszczenie
🧖🏽	karnacja średnia, osoba w zaparowanym pomieszczeniu, osoba w zaparowanym pomieszczeniu: karnacja średnia, sauna, zaparowane pomieszczenie
🧖🏾	karnacja średnio ciemna, osoba w zaparowanym pomieszczeniu, osoba w zaparowanym pomieszczeniu: karnacja średnio ciemna, sauna, zaparowane pomieszczenie
🧖🏿	karnacja ciemna, osoba w zaparowanym pomieszczeniu, osoba w zaparowanym pomieszczeniu: karnacja ciemna, sauna, zaparowane pomieszczenie
🧖‍♂	mężczyzna w zaparowanym pomieszczeniu, sauna, zaparowane pomieszczenie
🧖🏻‍♂	karnacja jasna, mężczyzna w zaparowanym pomieszczeniu, mężczyzna w zaparowanym pomieszczeniu: karnacja jasna, sauna, zaparowane pomieszczenie
🧖🏼‍♂	karnacja średnio jasna, mężczyzna w zaparowanym pomieszczeniu, mężczyzna w zaparowanym pomieszczeniu: karnacja średnio jasna, sauna, zaparowane pomieszczenie
🧖🏽‍♂	karnacja średnia, mężczyzna w zaparowanym pomieszczeniu, mężczyzna w zaparowanym pomieszczeniu: karnacja średnia, sauna, zaparowane pomieszczenie
🧖🏾‍♂	karnacja średnio ciemna, mężczyzna w zaparowanym pomieszczeniu, mężczyzna w zaparowanym pomieszczeniu: karnacja średnio ciemna, sauna, zaparowane pomieszczenie
🧖🏿‍♂	karnacja ciemna, mężczyzna w zaparowanym pomieszczeniu, mężczyzna w zaparowanym pomieszczeniu: karnacja ciemna, sauna, zaparowane pomieszczenie
🧖‍♀	kobieta w zaparowanym pomieszczeniu, sauna, zaparowane pomieszczenie
🧖🏻‍♀	karnacja jasna, kobieta w zaparowanym pomieszczeniu, kobieta w zaparowanym pomieszczeniu: karnacja jasna, sauna, zaparowane pomieszczenie
🧖🏼‍♀	karnacja średnio jasna, kobieta w zaparowanym pomieszczeniu, kobieta w zaparowanym pomieszczeniu: karnacja średnio jasna, sauna, zaparowane pomieszczenie
🧖🏽‍♀	karnacja średnia, kobieta w zaparowanym pomieszczeniu, kobieta w zaparowanym pomieszczeniu: karnacja średnia, sauna, zaparowane pomieszczenie
🧖🏾‍♀	karnacja średnio ciemna, kobieta w zaparowanym pomieszczeniu, kobieta w zaparowanym pomieszczeniu: karnacja średnio ciemna, sauna, zaparowane pomieszczenie
🧖🏿‍♀	karnacja ciemna, kobieta w zaparowanym pomieszczeniu, kobieta w zaparowanym pomieszczeniu: karnacja ciemna, sauna, zaparowane pomieszczenie
🧗	osoba wspinająca się, wspinacz
🧗🏻	karnacja jasna, osoba wspinająca się, osoba wspinająca się: karnacja jasna, wspinacz
🧗🏼	karnacja średnio jasna, osoba wspinająca się, osoba wspinająca się: karnacja średnio jasna, wspinacz
🧗🏽	karnacja średnia, osoba wspinająca się, osoba wspinająca się: karnacja średnia, wspinacz
🧗🏾	karnacja średnio ciemna, osoba wspinająca się, osoba wspinająca się: karnacja średnio ciemna, wspinacz
🧗🏿	karnacja ciemna, osoba wspinająca się, osoba wspinająca się: karnacja ciemna, wspinacz
🧗‍♂	mężczyzna wspinający się, wspinacz
🧗🏻‍♂	karnacja jasna, mężczyzna wspinający się, mężczyzna wspinający się: karnacja jasna, wspinacz
🧗🏼‍♂	karnacja średnio jasna, mężczyzna wspinający się, mężczyzna wspinający się: karnacja średnio jasna, wspinacz
🧗🏽‍♂	karnacja średnia, mężczyzna wspinający się, mężczyzna wspinający się: karnacja średnia, wspinacz
🧗🏾‍♂	karnacja średnio ciemna, mężczyzna wspinający się, mężczyzna wspinający się: karnacja średnio ciemna, wspinacz
🧗🏿‍♂	karnacja ciemna, mężczyzna wspinający się, mężczyzna wspinający się: karnacja ciemna, wspinacz
🧗‍♀	kobieta wspinająca się, wspinacz
🧗🏻‍♀	karnacja jasna, kobieta wspinająca się, kobieta wspinająca się: karnacja jasna, wspinacz
🧗🏼‍♀	karnacja średnio jasna, kobieta wspinająca się, kobieta wspinająca się: karnacja średnio jasna, wspinacz
🧗🏽‍♀	karnacja średnia, kobieta wspinająca się, kobieta wspinająca się: karnacja średnia, wspinacz
🧗🏾‍♀	karnacja średnio ciemna, kobieta wspinająca się, kobieta wspinająca się: karnacja średnio ciemna, wspinacz
🧗🏿‍♀	karnacja ciemna, kobieta wspinająca się, kobieta wspinająca się: karnacja ciemna, wspinacz
🤺	osoba uprawiająca szermierkę, sport, szermierka, szermierz, szpada
🏇	jeździec, koń, wyścigi konne
🏇🏻	jeździec, karnacja jasna, koń, wyścigi konne, wyścigi konne: karnacja jasna
🏇🏼	jeździec, karnacja średnio jasna, koń, wyścigi konne, wyścigi konne: karnacja średnio jasna
🏇🏽	jeździec, karnacja średnia, koń, wyścigi konne, wyścigi konne: karnacja średnia
🏇🏾	jeździec, karnacja średnio ciemna, koń, wyścigi konne, wyścigi konne: karnacja średnio ciemna
🏇🏿	jeździec, karnacja ciemna, koń, wyścigi konne, wyścigi konne: karnacja ciemna
⛷️	narciarz, narty, stok, śnieg
🏂️	snowboard, snowboardzista
🏂🏻	karnacja jasna, snowboard, snowboardzista, snowboardzista: karnacja jasna
🏂🏼	karnacja średnio jasna, snowboard, snowboardzista, snowboardzista: karnacja średnio jasna
🏂🏽	karnacja średnia, snowboard, snowboardzista, snowboardzista: karnacja średnia
🏂🏾	karnacja średnio ciemna, snowboard, snowboardzista, snowboardzista: karnacja średnio ciemna
🏂🏿	karnacja ciemna, snowboard, snowboardzista, snowboardzista: karnacja ciemna
🏌️	golf, osoba grająca w golfa, piłka
🏌🏻	golf, karnacja jasna, osoba grająca w golfa, osoba grająca w golfa: karnacja jasna, piłka
🏌🏼	golf, karnacja średnio jasna, osoba grająca w golfa, osoba grająca w golfa: karnacja średnio jasna, piłka
🏌🏽	golf, karnacja średnia, osoba grająca w golfa, osoba grająca w golfa: karnacja średnia, piłka
🏌🏾	golf, karnacja średnio ciemna, osoba grająca w golfa, osoba grająca w golfa: karnacja średnio ciemna, piłka
🏌🏿	golf, karnacja ciemna, osoba grająca w golfa, osoba grająca w golfa: karnacja ciemna, piłka
🏌‍♂	golf, mężczyzna, mężczyzna grający w golfa
🏌🏻‍♂	golf, karnacja jasna, mężczyzna, mężczyzna grający w golfa, mężczyzna grający w golfa: karnacja jasna
🏌🏼‍♂	golf, karnacja średnio jasna, mężczyzna, mężczyzna grający w golfa, mężczyzna grający w golfa: karnacja średnio jasna
🏌🏽‍♂	golf, karnacja średnia, mężczyzna, mężczyzna grający w golfa, mężczyzna grający w golfa: karnacja średnia
🏌🏾‍♂	golf, karnacja średnio ciemna, mężczyzna, mężczyzna grający w golfa, mężczyzna grający w golfa: karnacja średnio ciemna
🏌🏿‍♂	golf, karnacja ciemna, mężczyzna, mężczyzna grający w golfa, mężczyzna grający w golfa: karnacja ciemna
🏌‍♀	golf, kobieta, kobieta grająca w golfa
🏌🏻‍♀	golf, karnacja jasna, kobieta, kobieta grająca w golfa, kobieta grająca w golfa: karnacja jasna
🏌🏼‍♀	golf, karnacja średnio jasna, kobieta, kobieta grająca w golfa, kobieta grająca w golfa: karnacja średnio jasna
🏌🏽‍♀	golf, karnacja średnia, kobieta, kobieta grająca w golfa, kobieta grająca w golfa: karnacja średnia
🏌🏾‍♀	golf, karnacja średnio ciemna, kobieta, kobieta grająca w golfa, kobieta grająca w golfa: karnacja średnio ciemna
🏌🏿‍♀	golf, karnacja ciemna, kobieta, kobieta grająca w golfa, kobieta grająca w golfa: karnacja ciemna
🏄️	deska, fale, surfing, surfująca osoba
🏄🏻	deska, fale, karnacja jasna, surfing, surfująca osoba, surfująca osoba: karnacja jasna
🏄🏼	deska, fale, karnacja średnio jasna, surfing, surfująca osoba, surfująca osoba: karnacja średnio jasna
🏄🏽	deska, fale, karnacja średnia, surfing, surfująca osoba, surfująca osoba: karnacja średnia
🏄🏾	deska, fale, karnacja średnio ciemna, surfing, surfująca osoba, surfująca osoba: karnacja średnio ciemna
🏄🏿	deska, fale, karnacja ciemna, surfing, surfująca osoba, surfująca osoba: karnacja ciemna
🏄‍♂	deska, mężczyzna, surfing, surfujący mężczyzna
🏄🏻‍♂	deska, karnacja jasna, mężczyzna, surfing, surfujący mężczyzna, surfujący mężczyzna: karnacja jasna
🏄🏼‍♂	deska, karnacja średnio jasna, mężczyzna, surfing, surfujący mężczyzna, surfujący mężczyzna: karnacja średnio jasna
🏄🏽‍♂	deska, karnacja średnia, mężczyzna, surfing, surfujący mężczyzna, surfujący mężczyzna: karnacja średnia
🏄🏾‍♂	deska, karnacja średnio ciemna, mężczyzna, surfing, surfujący mężczyzna, surfujący mężczyzna: karnacja średnio ciemna
🏄🏿‍♂	deska, karnacja ciemna, mężczyzna, surfing, surfujący mężczyzna, surfujący mężczyzna: karnacja ciemna
🏄‍♀	deska, kobieta, surfing, surfująca kobieta
🏄🏻‍♀	deska, karnacja jasna, kobieta, surfing, surfująca kobieta, surfująca kobieta: karnacja jasna
🏄🏼‍♀	deska, karnacja średnio jasna, kobieta, surfing, surfująca kobieta, surfująca kobieta: karnacja średnio jasna
🏄🏽‍♀	deska, karnacja średnia, kobieta, surfing, surfująca kobieta, surfująca kobieta: karnacja średnia
🏄🏾‍♀	deska, karnacja średnio ciemna, kobieta, surfing, surfująca kobieta, surfująca kobieta: karnacja średnio ciemna
🏄🏿‍♀	deska, karnacja ciemna, kobieta, surfing, surfująca kobieta, surfująca kobieta: karnacja ciemna
🚣	osoba wiosłująca w łodzi, pojazd, łódka
🚣🏻	karnacja jasna, osoba wiosłująca w łodzi, osoba wiosłująca w łodzi: karnacja jasna, pojazd, łódka
🚣🏼	karnacja średnio jasna, osoba wiosłująca w łodzi, osoba wiosłująca w łodzi: karnacja średnio jasna, pojazd, łódka
🚣🏽	karnacja średnia, osoba wiosłująca w łodzi, osoba wiosłująca w łodzi: karnacja średnia, pojazd, łódka
🚣🏾	karnacja średnio ciemna, osoba wiosłująca w łodzi, osoba wiosłująca w łodzi: karnacja średnio ciemna, pojazd, łódka
🚣🏿	karnacja ciemna, osoba wiosłująca w łodzi, osoba wiosłująca w łodzi: karnacja ciemna, pojazd, łódka
🚣‍♂	mężczyzna, mężczyzna wiosłujący w łodzi, wiosłowanie, łódka
🚣🏻‍♂	karnacja jasna, mężczyzna, mężczyzna wiosłujący w łodzi, mężczyzna wiosłujący w łodzi: karnacja jasna, wiosłowanie, łódka
🚣🏼‍♂	karnacja średnio jasna, mężczyzna, mężczyzna wiosłujący w łodzi, mężczyzna wiosłujący w łodzi: karnacja średnio jasna, wiosłowanie, łódka
🚣🏽‍♂	karnacja średnia, mężczyzna, mężczyzna wiosłujący w łodzi, mężczyzna wiosłujący w łodzi: karnacja średnia, wiosłowanie, łódka
🚣🏾‍♂	karnacja średnio ciemna, mężczyzna, mężczyzna wiosłujący w łodzi, mężczyzna wiosłujący w łodzi: karnacja średnio ciemna, wiosłowanie, łódka
🚣🏿‍♂	karnacja ciemna, mężczyzna, mężczyzna wiosłujący w łodzi, mężczyzna wiosłujący w łodzi: karnacja ciemna, wiosłowanie, łódka
🚣‍♀	kobieta, kobieta wiosłująca w łodzi, wiosłowanie, łódka
🚣🏻‍♀	karnacja jasna, kobieta, kobieta wiosłująca w łodzi, kobieta wiosłująca w łodzi: karnacja jasna, wiosłowanie, łódka
🚣🏼‍♀	karnacja średnio jasna, kobieta, kobieta wiosłująca w łodzi, kobieta wiosłująca w łodzi: karnacja średnio jasna, wiosłowanie, łódka
🚣🏽‍♀	karnacja średnia, kobieta, kobieta wiosłująca w łodzi, kobieta wiosłująca w łodzi: karnacja średnia, wiosłowanie, łódka
🚣🏾‍♀	karnacja średnio ciemna, kobieta, kobieta wiosłująca w łodzi, kobieta wiosłująca w łodzi: karnacja średnio ciemna, wiosłowanie, łódka
🚣🏿‍♀	karnacja ciemna, kobieta, kobieta wiosłująca w łodzi, kobieta wiosłująca w łodzi: karnacja ciemna, wiosłowanie, łódka
🏊️	kraulem, pływająca osoba, pływak
🏊🏻	karnacja jasna, kraulem, pływająca osoba, pływająca osoba: karnacja jasna, pływak
🏊🏼	karnacja średnio jasna, kraulem, pływająca osoba, pływająca osoba: karnacja średnio jasna, pływak
🏊🏽	karnacja średnia, kraulem, pływająca osoba, pływająca osoba: karnacja średnia, pływak
🏊🏾	karnacja średnio ciemna, kraulem, pływająca osoba, pływająca osoba: karnacja średnio ciemna, pływak
🏊🏿	karnacja ciemna, kraulem, pływająca osoba, pływająca osoba: karnacja ciemna, pływak
🏊‍♂	kraul, mężczyzna, pływający mężczyzna, pływanie
🏊🏻‍♂	karnacja jasna, kraul, mężczyzna, pływający mężczyzna, pływający mężczyzna: karnacja jasna, pływanie
🏊🏼‍♂	karnacja średnio jasna, kraul, mężczyzna, pływający mężczyzna, pływający mężczyzna: karnacja średnio jasna, pływanie
🏊🏽‍♂	karnacja średnia, kraul, mężczyzna, pływający mężczyzna, pływający mężczyzna: karnacja średnia, pływanie
🏊🏾‍♂	karnacja średnio ciemna, kraul, mężczyzna, pływający mężczyzna, pływający mężczyzna: karnacja średnio ciemna, pływanie
🏊🏿‍♂	karnacja ciemna, kraul, mężczyzna, pływający mężczyzna, pływający mężczyzna: karnacja ciemna, pływanie
🏊‍♀	kobieta, kraul, pływająca kobieta, pływanie
🏊🏻‍♀	karnacja jasna, kobieta, kraul, pływająca kobieta, pływająca kobieta: karnacja jasna, pływanie
🏊🏼‍♀	karnacja średnio jasna, kobieta, kraul, pływająca kobieta, pływająca kobieta: karnacja średnio jasna, pływanie
🏊🏽‍♀	karnacja średnia, kobieta, kraul, pływająca kobieta, pływająca kobieta: karnacja średnia, pływanie
🏊🏾‍♀	karnacja średnio ciemna, kobieta, kraul, pływająca kobieta, pływająca kobieta: karnacja średnio ciemna, pływanie
🏊🏿‍♀	karnacja ciemna, kobieta, kraul, pływająca kobieta, pływająca kobieta: karnacja ciemna, pływanie
⛹️	kozłować, osoba kozłująca piłkę, piłka
⛹🏻	karnacja jasna, kozłować, osoba kozłująca piłkę, osoba kozłująca piłkę: karnacja jasna, piłka
⛹🏼	karnacja średnio jasna, kozłować, osoba kozłująca piłkę, osoba kozłująca piłkę: karnacja średnio jasna, piłka
⛹🏽	karnacja średnia, kozłować, osoba kozłująca piłkę, osoba kozłująca piłkę: karnacja średnia, piłka
⛹🏾	karnacja średnio ciemna, kozłować, osoba kozłująca piłkę, osoba kozłująca piłkę: karnacja średnio ciemna, piłka
⛹🏿	karnacja ciemna, kozłować, osoba kozłująca piłkę, osoba kozłująca piłkę: karnacja ciemna, piłka
⛹‍♂	kozłowanie, mężczyzna, mężczyzna kozłujący piłkę, piłka
⛹🏻‍♂	karnacja jasna, kozłowanie, mężczyzna, mężczyzna kozłujący piłkę, mężczyzna kozłujący piłkę: karnacja jasna, piłka
⛹🏼‍♂	karnacja średnio jasna, kozłowanie, mężczyzna, mężczyzna kozłujący piłkę, mężczyzna kozłujący piłkę: karnacja średnio jasna, piłka
⛹🏽‍♂	karnacja średnia, kozłowanie, mężczyzna, mężczyzna kozłujący piłkę, mężczyzna kozłujący piłkę: karnacja średnia, piłka
⛹🏾‍♂	karnacja średnio ciemna, kozłowanie, mężczyzna, mężczyzna kozłujący piłkę, mężczyzna kozłujący piłkę: karnacja średnio ciemna, piłka
⛹🏿‍♂	karnacja ciemna, kozłowanie, mężczyzna, mężczyzna kozłujący piłkę, mężczyzna kozłujący piłkę: karnacja ciemna, piłka
⛹‍♀	kobieta, kobieta kozłująca piłkę, kozłowanie, piłka
⛹🏻‍♀	karnacja jasna, kobieta, kobieta kozłująca piłkę, kobieta kozłująca piłkę: karnacja jasna, kozłowanie, piłka
⛹🏼‍♀	karnacja średnio jasna, kobieta, kobieta kozłująca piłkę, kobieta kozłująca piłkę: karnacja średnio jasna, kozłowanie, piłka
⛹🏽‍♀	karnacja średnia, kobieta, kobieta kozłująca piłkę, kobieta kozłująca piłkę: karnacja średnia, kozłowanie, piłka
⛹🏾‍♀	karnacja średnio ciemna, kobieta, kobieta kozłująca piłkę, kobieta kozłująca piłkę: karnacja średnio ciemna, kozłowanie, piłka
⛹🏿‍♀	karnacja ciemna, kobieta, kobieta kozłująca piłkę, kobieta kozłująca piłkę: karnacja ciemna, kozłowanie, piłka
🏋️	atleta, osoba podnosząca ciężary
🏋🏻	atleta, karnacja jasna, osoba podnosząca ciężary, osoba podnosząca ciężary: karnacja jasna
🏋🏼	atleta, karnacja średnio jasna, osoba podnosząca ciężary, osoba podnosząca ciężary: karnacja średnio jasna
🏋🏽	atleta, karnacja średnia, osoba podnosząca ciężary, osoba podnosząca ciężary: karnacja średnia
🏋🏾	atleta, karnacja średnio ciemna, osoba podnosząca ciężary, osoba podnosząca ciężary: karnacja średnio ciemna
🏋🏿	atleta, karnacja ciemna, osoba podnosząca ciężary, osoba podnosząca ciężary: karnacja ciemna
🏋‍♂	ciężar, ciężarowiec, mężczyzna, mężczyzna podnoszący ciężary
🏋🏻‍♂	ciężar, ciężarowiec, karnacja jasna, mężczyzna, mężczyzna podnoszący ciężary, mężczyzna podnoszący ciężary: karnacja jasna
🏋🏼‍♂	ciężar, ciężarowiec, karnacja średnio jasna, mężczyzna, mężczyzna podnoszący ciężary, mężczyzna podnoszący ciężary: karnacja średnio jasna
🏋🏽‍♂	ciężar, ciężarowiec, karnacja średnia, mężczyzna, mężczyzna podnoszący ciężary, mężczyzna podnoszący ciężary: karnacja średnia
🏋🏾‍♂	ciężar, ciężarowiec, karnacja średnio ciemna, mężczyzna, mężczyzna podnoszący ciężary, mężczyzna podnoszący ciężary: karnacja średnio ciemna
🏋🏿‍♂	ciężar, ciężarowiec, karnacja ciemna, mężczyzna, mężczyzna podnoszący ciężary, mężczyzna podnoszący ciężary: karnacja ciemna
🏋‍♀	ciężar, ciężarowiec, kobieta, kobieta podnosząca ciężary
🏋🏻‍♀	ciężar, ciężarowiec, karnacja jasna, kobieta, kobieta podnosząca ciężary, kobieta podnosząca ciężary: karnacja jasna
🏋🏼‍♀	ciężar, ciężarowiec, karnacja średnio jasna, kobieta, kobieta podnosząca ciężary, kobieta podnosząca ciężary: karnacja średnio jasna
🏋🏽‍♀	ciężar, ciężarowiec, karnacja średnia, kobieta, kobieta podnosząca ciężary, kobieta podnosząca ciężary: karnacja średnia
🏋🏾‍♀	ciężar, ciężarowiec, karnacja średnio ciemna, kobieta, kobieta podnosząca ciężary, kobieta podnosząca ciężary: karnacja średnio ciemna
🏋🏿‍♀	ciężar, ciężarowiec, karnacja ciemna, kobieta, kobieta podnosząca ciężary, kobieta podnosząca ciężary: karnacja ciemna
🚴	kolarz, osoba na rowerze, peleton, rower
🚴🏻	karnacja jasna, kolarz, osoba na rowerze, osoba na rowerze: karnacja jasna, peleton, rower
🚴🏼	karnacja średnio jasna, kolarz, osoba na rowerze, osoba na rowerze: karnacja średnio jasna, peleton, rower
🚴🏽	karnacja średnia, kolarz, osoba na rowerze, osoba na rowerze: karnacja średnia, peleton, rower
🚴🏾	karnacja średnio ciemna, kolarz, osoba na rowerze, osoba na rowerze: karnacja średnio ciemna, peleton, rower
🚴🏿	karnacja ciemna, kolarz, osoba na rowerze, osoba na rowerze: karnacja ciemna, peleton, rower
🚴‍♂	jazda, mężczyzna, mężczyzna na rowerze, rower
🚴🏻‍♂	jazda, karnacja jasna, mężczyzna, mężczyzna na rowerze, mężczyzna na rowerze: karnacja jasna, rower
🚴🏼‍♂	jazda, karnacja średnio jasna, mężczyzna, mężczyzna na rowerze, mężczyzna na rowerze: karnacja średnio jasna, rower
🚴🏽‍♂	jazda, karnacja średnia, mężczyzna, mężczyzna na rowerze, mężczyzna na rowerze: karnacja średnia, rower
🚴🏾‍♂	jazda, karnacja średnio ciemna, mężczyzna, mężczyzna na rowerze, mężczyzna na rowerze: karnacja średnio ciemna, rower
🚴🏿‍♂	jazda, karnacja ciemna, mężczyzna, mężczyzna na rowerze, mężczyzna na rowerze: karnacja ciemna, rower
🚴‍♀	jazda, kobieta, kobieta na rowerze, rower
🚴🏻‍♀	jazda, karnacja jasna, kobieta, kobieta na rowerze, kobieta na rowerze: karnacja jasna, rower
🚴🏼‍♀	jazda, karnacja średnio jasna, kobieta, kobieta na rowerze, kobieta na rowerze: karnacja średnio jasna, rower
🚴🏽‍♀	jazda, karnacja średnia, kobieta, kobieta na rowerze, kobieta na rowerze: karnacja średnia, rower
🚴🏾‍♀	jazda, karnacja średnio ciemna, kobieta, kobieta na rowerze, kobieta na rowerze: karnacja średnio ciemna, rower
🚴🏿‍♀	jazda, karnacja ciemna, kobieta, kobieta na rowerze, kobieta na rowerze: karnacja ciemna, rower
🚵	górski, osoba na rowerze górskim, rower, rowerzysta
🚵🏻	górski, karnacja jasna, osoba na rowerze górskim, osoba na rowerze górskim: karnacja jasna, rower, rowerzysta
🚵🏼	górski, karnacja średnio jasna, osoba na rowerze górskim, osoba na rowerze górskim: karnacja średnio jasna, rower, rowerzysta
🚵🏽	górski, karnacja średnia, osoba na rowerze górskim, osoba na rowerze górskim: karnacja średnia, rower, rowerzysta
🚵🏾	górski, karnacja średnio ciemna, osoba na rowerze górskim, osoba na rowerze górskim: karnacja średnio ciemna, rower, rowerzysta
🚵🏿	górski, karnacja ciemna, osoba na rowerze górskim, osoba na rowerze górskim: karnacja ciemna, rower, rowerzysta
🚵‍♂	jazda, mężczyzna, mężczyzna na rowerze górskim, rower górski
🚵🏻‍♂	jazda, karnacja jasna, mężczyzna, mężczyzna na rowerze górskim, mężczyzna na rowerze górskim: karnacja jasna, rower górski
🚵🏼‍♂	jazda, karnacja średnio jasna, mężczyzna, mężczyzna na rowerze górskim, mężczyzna na rowerze górskim: karnacja średnio jasna, rower górski
🚵🏽‍♂	jazda, karnacja średnia, mężczyzna, mężczyzna na rowerze górskim, mężczyzna na rowerze górskim: karnacja średnia, rower górski
🚵🏾‍♂	jazda, karnacja średnio ciemna, mężczyzna, mężczyzna na rowerze górskim, mężczyzna na rowerze górskim: karnacja średnio ciemna, rower górski
🚵🏿‍♂	jazda, karnacja ciemna, mężczyzna, mężczyzna na rowerze górskim, mężczyzna na rowerze górskim: karnacja ciemna, rower górski
🚵‍♀	jazda, kobieta, kobieta na rowerze górskim, rower górski
🚵🏻‍♀	jazda, karnacja jasna, kobieta, kobieta na rowerze górskim, kobieta na rowerze górskim: karnacja jasna, rower górski
🚵🏼‍♀	jazda, karnacja średnio jasna, kobieta, kobieta na rowerze górskim, kobieta na rowerze górskim: karnacja średnio jasna, rower górski
🚵🏽‍♀	jazda, karnacja średnia, kobieta, kobieta na rowerze górskim, kobieta na rowerze górskim: karnacja średnia, rower górski
🚵🏾‍♀	jazda, karnacja średnio ciemna, kobieta, kobieta na rowerze górskim, kobieta na rowerze górskim: karnacja średnio ciemna, rower górski
🚵🏿‍♀	jazda, karnacja ciemna, kobieta, kobieta na rowerze górskim, kobieta na rowerze górskim: karnacja ciemna, rower górski
🤸	gimnastyka, gwiazda, osoba robiąca gwiazdę, sport
🤸🏻	gimnastyka, gwiazda, karnacja jasna, osoba robiąca gwiazdę, osoba robiąca gwiazdę: karnacja jasna, sport
🤸🏼	gimnastyka, gwiazda, karnacja średnio jasna, osoba robiąca gwiazdę, osoba robiąca gwiazdę: karnacja średnio jasna, sport
🤸🏽	gimnastyka, gwiazda, karnacja średnia, osoba robiąca gwiazdę, osoba robiąca gwiazdę: karnacja średnia, sport
🤸🏾	gimnastyka, gwiazda, karnacja średnio ciemna, osoba robiąca gwiazdę, osoba robiąca gwiazdę: karnacja średnio ciemna, sport
🤸🏿	gimnastyka, gwiazda, karnacja ciemna, osoba robiąca gwiazdę, osoba robiąca gwiazdę: karnacja ciemna, sport
🤸‍♂	gimnastyka, gwiazda, mężczyzna, mężczyzna robiący gwiazdę, sport
🤸🏻‍♂	gimnastyka, gwiazda, karnacja jasna, mężczyzna, mężczyzna robiący gwiazdę, mężczyzna robiący gwiazdę: karnacja jasna, sport
🤸🏼‍♂	gimnastyka, gwiazda, karnacja średnio jasna, mężczyzna, mężczyzna robiący gwiazdę, mężczyzna robiący gwiazdę: karnacja średnio jasna, sport
🤸🏽‍♂	gimnastyka, gwiazda, karnacja średnia, mężczyzna, mężczyzna robiący gwiazdę, mężczyzna robiący gwiazdę: karnacja średnia, sport
🤸🏾‍♂	gimnastyka, gwiazda, karnacja średnio ciemna, mężczyzna, mężczyzna robiący gwiazdę, mężczyzna robiący gwiazdę: karnacja średnio ciemna, sport
🤸🏿‍♂	gimnastyka, gwiazda, karnacja ciemna, mężczyzna, mężczyzna robiący gwiazdę, mężczyzna robiący gwiazdę: karnacja ciemna, sport
🤸‍♀	gimnastyka, gwiazda, kobieta, kobieta robiąca gwiazdę, sport
🤸🏻‍♀	gimnastyka, gwiazda, karnacja jasna, kobieta, kobieta robiąca gwiazdę, kobieta robiąca gwiazdę: karnacja jasna, sport
🤸🏼‍♀	gimnastyka, gwiazda, karnacja średnio jasna, kobieta, kobieta robiąca gwiazdę, kobieta robiąca gwiazdę: karnacja średnio jasna, sport
🤸🏽‍♀	gimnastyka, gwiazda, karnacja średnia, kobieta, kobieta robiąca gwiazdę, kobieta robiąca gwiazdę: karnacja średnia, sport
🤸🏾‍♀	gimnastyka, gwiazda, karnacja średnio ciemna, kobieta, kobieta robiąca gwiazdę, kobieta robiąca gwiazdę: karnacja średnio ciemna, sport
🤸🏿‍♀	gimnastyka, gwiazda, karnacja ciemna, kobieta, kobieta robiąca gwiazdę, kobieta robiąca gwiazdę: karnacja ciemna, sport
🤼	osoby uprawiające zapasy, sport, zapasy, zapaśnik
🤼‍♂	mężczyźni, mężczyźni uprawiający zapasy, sport, zapasy, zapaśnicy
🤼‍♀	kobiety, kobiety uprawiające zapasy, sport, zapasy, zapaśniczki
🤽	gra, osoba grająca w piłkę wodną, piłka, sport, woda
🤽🏻	gra, karnacja jasna, osoba grająca w piłkę wodną, osoba grająca w piłkę wodną: karnacja jasna, piłka, sport, woda
🤽🏼	gra, karnacja średnio jasna, osoba grająca w piłkę wodną, osoba grająca w piłkę wodną: karnacja średnio jasna, piłka, sport, woda
🤽🏽	gra, karnacja średnia, osoba grająca w piłkę wodną, osoba grająca w piłkę wodną: karnacja średnia, piłka, sport, woda
🤽🏾	gra, karnacja średnio ciemna, osoba grająca w piłkę wodną, osoba grająca w piłkę wodną: karnacja średnio ciemna, piłka, sport, woda
🤽🏿	gra, karnacja ciemna, osoba grająca w piłkę wodną, osoba grająca w piłkę wodną: karnacja ciemna, piłka, sport, woda
🤽‍♂	mężczyzna, mężczyzna grający w piłkę wodną, piłka, piłka wodna, sport
