😀	irve, laia naeratusega nägu, naeratus, nägu
🧟‍♀	elav surnu, naiszombi, surematu
💆	massaaž, näomassaaž
💆🏻	hele nahatoon, massaaž, näomassaaž, näomassaaž: hele nahatoon
💆🏼	keskmiselt hele nahatoon, massaaž, näomassaaž, näomassaaž: keskmiselt hele nahatoon
💆🏽	keskmine nahatoon, massaaž, näomassaaž, näomassaaž: keskmine nahatoon
💆🏾	keskmiselt tume nahatoon, massaaž, näomassaaž, näomassaaž: keskmiselt tume nahatoon
💆🏿	massaaž, näomassaaž, näomassaaž: tume nahatoon, tume nahatoon
💆‍♂	massaaž, mees, nägu, näomassaaž, näomassaaži saav mees
💆🏻‍♂	hele nahatoon, massaaž, mees, nägu, näomassaaž, näomassaaži saav mees, näomassaaži saav mees: hele nahatoon
💆🏼‍♂	keskmiselt hele nahatoon, massaaž, mees, nägu, näomassaaž, näomassaaži saav mees, näomassaaži saav mees: keskmiselt hele nahatoon
💆🏽‍♂	keskmine nahatoon, massaaž, mees, nägu, näomassaaž, näomassaaži saav mees, näomassaaži saav mees: keskmine nahatoon
💆🏾‍♂	keskmiselt tume nahatoon, massaaž, mees, nägu, näomassaaž, näomassaaži saav mees, näomassaaži saav mees: keskmiselt tume nahatoon
💆🏿‍♂	massaaž, mees, nägu, näomassaaž, näomassaaži saav mees, näomassaaži saav mees: tume nahatoon, tume nahatoon
💆‍♀	massaaž, naine, nägu, näomassaaž, näomassaaži saav naine
💆🏻‍♀	hele nahatoon, massaaž, naine, nägu, näomassaaž, näomassaaži saav naine, näomassaaži saav naine: hele nahatoon
💆🏼‍♀	keskmiselt hele nahatoon, massaaž, naine, nägu, näomassaaž, näomassaaži saav naine, näomassaaži saav naine: keskmiselt hele nahatoon
💆🏽‍♀	keskmine nahatoon, massaaž, naine, nägu, näomassaaž, näomassaaži saav naine, näomassaaži saav naine: keskmine nahatoon
💆🏾‍♀	keskmiselt tume nahatoon, massaaž, naine, nägu, näomassaaž, näomassaaži saav naine, näomassaaži saav naine: keskmiselt tume nahatoon
💆🏿‍♀	massaaž, naine, nägu, näomassaaž, näomassaaži saav naine, näomassaaži saav naine: tume nahatoon, tume nahatoon
💇	ilusalong, juukselõikus, juuksur
💇🏻	hele nahatoon, ilusalong, juukselõikus, juukselõikus: hele nahatoon, juuksur
💇🏼	ilusalong, juukselõikus, juukselõikus: keskmiselt hele nahatoon, juuksur, keskmiselt hele nahatoon
💇🏽	ilusalong, juukselõikus, juukselõikus: keskmine nahatoon, juuksur, keskmine nahatoon
💇🏾	ilusalong, juukselõikus, juukselõikus: keskmiselt tume nahatoon, juuksur, keskmiselt tume nahatoon
💇🏿	ilusalong, juukselõikus, juukselõikus: tume nahatoon, juuksur, tume nahatoon
💇‍♂	ilusalong, juukselõikus, juuksur, mees, mees juuksuris
💇🏻‍♂	hele nahatoon, ilusalong, juukselõikus, juuksur, mees, mees juuksuris, mees juuksuris: hele nahatoon
💇🏼‍♂	ilusalong, juukselõikus, juuksur, keskmiselt hele nahatoon, mees, mees juuksuris, mees juuksuris: keskmiselt hele nahatoon
💇🏽‍♂	ilusalong, juukselõikus, juuksur, keskmine nahatoon, mees, mees juuksuris, mees juuksuris: keskmine nahatoon
💇🏾‍♂	ilusalong, juukselõikus, juuksur, keskmiselt tume nahatoon, mees, mees juuksuris, mees juuksuris: keskmiselt tume nahatoon
💇🏿‍♂	ilusalong, juukselõikus, juuksur, mees, mees juuksuris, mees juuksuris: tume nahatoon, tume nahatoon
💇‍♀	ilusalong, juukselõikus, juuksur, naine, naine juuksuris
💇🏻‍♀	hele nahatoon, ilusalong, juukselõikus, juuksur, naine, naine juuksuris, naine juuksuris: hele nahatoon
💇🏼‍♀	ilusalong, juukselõikus, juuksur, keskmiselt hele nahatoon, naine, naine juuksuris, naine juuksuris: keskmiselt hele nahatoon
💇🏽‍♀	ilusalong, juukselõikus, juuksur, keskmine nahatoon, naine, naine juuksuris, naine juuksuris: keskmine nahatoon
💇🏾‍♀	ilusalong, juukselõikus, juuksur, keskmiselt tume nahatoon, naine, naine juuksuris, naine juuksuris: keskmiselt tume nahatoon
💇🏿‍♀	ilusalong, juukselõikus, juuksur, naine, naine juuksuris, naine juuksuris: tume nahatoon, tume nahatoon
🚶	jalakäija, jalutamine, kõndimine
🚶🏻	hele nahatoon, jalakäija, jalakäija: hele nahatoon, jalutamine, kõndimine
🚶🏼	jalakäija, jalakäija: keskmiselt hele nahatoon, jalutamine, keskmiselt hele nahatoon, kõndimine
🚶🏽	jalakäija, jalakäija: keskmine nahatoon, jalutamine, keskmine nahatoon, kõndimine
🚶🏾	jalakäija, jalakäija: keskmiselt tume nahatoon, jalutamine, keskmiselt tume nahatoon, kõndimine
🚶🏿	jalakäija, jalakäija: tume nahatoon, jalutamine, kõndimine, tume nahatoon
🚶‍♂	jalakäija, jalutamine, kõndimine, kõndiv mees, mees
🚶🏻‍♂	hele nahatoon, jalakäija, jalutamine, kõndimine, kõndiv mees, kõndiv mees: hele nahatoon, mees
🚶🏼‍♂	jalakäija, jalutamine, keskmiselt hele nahatoon, kõndimine, kõndiv mees, kõndiv mees: keskmiselt hele nahatoon, mees
🚶🏽‍♂	jalakäija, jalutamine, keskmine nahatoon, kõndimine, kõndiv mees, kõndiv mees: keskmine nahatoon, mees
🚶🏾‍♂	jalakäija, jalutamine, keskmiselt tume nahatoon, kõndimine, kõndiv mees, kõndiv mees: keskmiselt tume nahatoon, mees
🚶🏿‍♂	jalakäija, jalutamine, kõndimine, kõndiv mees, kõndiv mees: tume nahatoon, mees, tume nahatoon
🚶‍♀	jalakäija, jalutamine, kõndimine, kõndiv naine, naine
🚶🏻‍♀	hele nahatoon, jalakäija, jalutamine, kõndimine, kõndiv naine, kõndiv naine: hele nahatoon, naine
🚶🏼‍♀	jalakäija, jalutamine, keskmiselt hele nahatoon, kõndimine, kõndiv naine, kõndiv naine: keskmiselt hele nahatoon, naine
🚶🏽‍♀	jalakäija, jalutamine, keskmine nahatoon, kõndimine, kõndiv naine, kõndiv naine: keskmine nahatoon, naine
🚶🏾‍♀	jalakäija, jalutamine, keskmiselt tume nahatoon, kõndimine, kõndiv naine, kõndiv naine: keskmiselt tume nahatoon, naine
🚶🏿‍♀	jalakäija, jalutamine, kõndimine, kõndiv naine, kõndiv naine: tume nahatoon, naine, tume nahatoon
🧍	inimene, seisev, seisev inimene, seismine
🧍🏻	hele nahatoon, inimene, seisev, seisev inimene: hele nahatoon, seismine
🧍🏼	inimene, keskmiselt hele nahatoon, seisev, seisev inimene: keskmiselt hele nahatoon, seismine
🧍🏽	inimene, keskmine nahatoon, seisev, seisev inimene: keskmine nahatoon, seismine
🧍🏾	inimene, keskmiselt tume nahatoon, seisev, seisev inimene: keskmiselt tume nahatoon, seismine
🧍🏿	inimene, seisev, seisev inimene: tume nahatoon, seismine, tume nahatoon
🧍‍♂	mees, seisev, seisev mees, seismine
🧍🏻‍♂	hele nahatoon, mees, seisev, seisev mees: hele nahatoon, seismine
🧍🏼‍♂	keskmiselt hele nahatoon, mees, seisev, seisev mees: keskmiselt hele nahatoon, seismine
🧍🏽‍♂	keskmine nahatoon, mees, seisev, seisev mees: keskmine nahatoon, seismine
🧍🏾‍♂	keskmiselt tume nahatoon, mees, seisev, seisev mees: keskmiselt tume nahatoon, seismine
🧍🏿‍♂	mees, seisev, seisev mees: tume nahatoon, seismine, tume nahatoon
🧍‍♀	naine, seisev, seisev naine, seismine
🧍🏻‍♀	hele nahatoon, naine, seisev, seisev naine: hele nahatoon, seismine
🧍🏼‍♀	keskmiselt hele nahatoon, naine, seisev, seisev naine: keskmiselt hele nahatoon, seismine
🧍🏽‍♀	keskmine nahatoon, naine, seisev, seisev naine: keskmine nahatoon, seismine
🧍🏾‍♀	keskmiselt tume nahatoon, naine, seisev, seisev naine: keskmiselt tume nahatoon, seismine
🧍🏿‍♀	naine, seisev, seisev naine: tume nahatoon, seismine, tume nahatoon
🧎	inimene, põlvili, põlvitav, põlvitav inimene
🧎🏻	hele nahatoon, inimene, põlvili, põlvitav, põlvitav inimene: hele nahatoon
🧎🏼	inimene, keskmiselt hele nahatoon, põlvili, põlvitav, põlvitav inimene: keskmiselt hele nahatoon
🧎🏽	inimene, keskmine nahatoon, põlvili, põlvitav, põlvitav inimene: keskmine nahatoon
🧎🏾	inimene, keskmiselt tume nahatoon, põlvili, põlvitav, põlvitav inimene: keskmiselt tume nahatoon
🧎🏿	inimene, põlvili, põlvitav, põlvitav inimene: tume nahatoon, tume nahatoon
🧎‍♂	mees, põlvili, põlvitav, põlvitav mees
🧎🏻‍♂	hele nahatoon, mees, põlvili, põlvitav, põlvitav mees: hele nahatoon
🧎🏼‍♂	keskmiselt hele nahatoon, mees, põlvili, põlvitav, põlvitav mees: keskmiselt hele nahatoon
🧎🏽‍♂	keskmine nahatoon, mees, põlvili, põlvitav, põlvitav mees: keskmine nahatoon
🧎🏾‍♂	keskmiselt tume nahatoon, mees, põlvili, põlvitav, põlvitav mees: keskmiselt tume nahatoon
🧎🏿‍♂	mees, põlvili, põlvitav, põlvitav mees: tume nahatoon, tume nahatoon
🧎‍♀	naine, põlvili, põlvitav, põlvitav naine
🧎🏻‍♀	hele nahatoon, naine, põlvili, põlvitav, põlvitav naine: hele nahatoon
🧎🏼‍♀	keskmiselt hele nahatoon, naine, põlvili, põlvitav, põlvitav naine: keskmiselt hele nahatoon
🧎🏽‍♀	keskmine nahatoon, naine, põlvili, põlvitav, põlvitav naine: keskmine nahatoon
🧎🏾‍♀	keskmiselt tume nahatoon, naine, põlvili, põlvitav, põlvitav naine: keskmiselt tume nahatoon
🧎🏿‍♀	naine, põlvili, põlvitav, põlvitav naine: tume nahatoon, tume nahatoon
👨‍🦯	ligipääs, mees, pime, valge kepiga mees
👨🏻‍🦯	hele nahatoon, ligipääs, mees, pime, valge kepiga mees, valge kepiga mees: hele nahatoon
👨🏼‍🦯	keskmiselt hele nahatoon, ligipääs, mees, pime, valge kepiga mees, valge kepiga mees: keskmiselt hele nahatoon
👨🏽‍🦯	keskmine nahatoon, ligipääs, mees, pime, valge kepiga mees, valge kepiga mees: keskmine nahatoon
👨🏾‍🦯	keskmiselt tume nahatoon, ligipääs, mees, pime, valge kepiga mees, valge kepiga mees: keskmiselt tume nahatoon
👨🏿‍🦯	ligipääs, mees, pime, tume nahatoon, valge kepiga mees, valge kepiga mees: tume nahatoon
👩‍🦯	ligipääs, naine, pime, valge kepiga naine
👩🏻‍🦯	hele nahatoon, ligipääs, naine, pime, valge kepiga naine, valge kepiga naine: hele nahatoon
👩🏼‍🦯	keskmiselt hele nahatoon, ligipääs, naine, pime, valge kepiga naine, valge kepiga naine: keskmiselt hele nahatoon
👩🏽‍🦯	keskmine nahatoon, ligipääs, naine, pime, valge kepiga naine, valge kepiga naine: keskmine nahatoon
👩🏾‍🦯	keskmiselt tume nahatoon, ligipääs, naine, pime, valge kepiga naine, valge kepiga naine: keskmiselt tume nahatoon
👩🏿‍🦯	ligipääs, naine, pime, tume nahatoon, valge kepiga naine, valge kepiga naine: tume nahatoon
👨‍🦼	elektriratastool, elektriratastoolis olev mees, ligipääs, mees, ratastool
👨🏻‍🦼	elektriratastool, elektriratastoolis olev mees, elektriratastoolis olev mees: hele nahatoon, hele nahatoon, ligipääs, mees, ratastool
👨🏼‍🦼	elektriratastool, elektriratastoolis olev mees, elektriratastoolis olev mees: keskmiselt hele nahatoon, keskmiselt hele nahatoon, ligipääs, mees, ratastool
👨🏽‍🦼	elektriratastool, elektriratastoolis olev mees, elektriratastoolis olev mees: keskmine nahatoon, keskmine nahatoon, ligipääs, mees, ratastool
👨🏾‍🦼	elektriratastool, elektriratastoolis olev mees, elektriratastoolis olev mees: keskmiselt tume nahatoon, keskmiselt tume nahatoon, ligipääs, mees, ratastool
👨🏿‍🦼	elektriratastool, elektriratastoolis olev mees, elektriratastoolis olev mees: tume nahatoon, ligipääs, mees, ratastool, tume nahatoon
👩‍🦼	elektriratastool, elektriratastoolis olev naine, ligipääs, naine, ratastool
👩🏻‍🦼	elektriratastool, elektriratastoolis olev naine, elektriratastoolis olev naine: hele nahatoon, hele nahatoon, ligipääs, naine, ratastool
👩🏼‍🦼	elektriratastool, elektriratastoolis olev naine, elektriratastoolis olev naine: keskmiselt hele nahatoon, keskmiselt hele nahatoon, ligipääs, naine, ratastool
👩🏽‍🦼	elektriratastool, elektriratastoolis olev naine, elektriratastoolis olev naine: keskmine nahatoon, keskmine nahatoon, ligipääs, naine, ratastool
👩🏾‍🦼	elektriratastool, elektriratastoolis olev naine, elektriratastoolis olev naine: keskmiselt tume nahatoon, keskmiselt tume nahatoon, ligipääs, naine, ratastool
👩🏿‍🦼	elektriratastool, elektriratastoolis olev naine, elektriratastoolis olev naine: tume nahatoon, ligipääs, naine, ratastool, tume nahatoon
👨‍🦽	ligipääs, manuaalratastool, manuaalratastoolis olev mees, mees, ratastool
👨🏻‍🦽	hele nahatoon, ligipääs, manuaalratastool, manuaalratastoolis olev mees, manuaalratastoolis olev mees: hele nahatoon, mees, ratastool
👨🏼‍🦽	keskmiselt hele nahatoon, ligipääs, manuaalratastool, manuaalratastoolis olev mees, manuaalratastoolis olev mees: keskmiselt hele nahatoon, mees, ratastool
👨🏽‍🦽	keskmine nahatoon, ligipääs, manuaalratastool, manuaalratastoolis olev mees, manuaalratastoolis olev mees: keskmine nahatoon, mees, ratastool
👨🏾‍🦽	keskmiselt tume nahatoon, ligipääs, manuaalratastool, manuaalratastoolis olev mees, manuaalratastoolis olev mees: keskmiselt tume nahatoon, mees, ratastool
👨🏿‍🦽	ligipääs, manuaalratastool, manuaalratastoolis olev mees, manuaalratastoolis olev mees: tume nahatoon, mees, ratastool, tume nahatoon
👩‍🦽	juurdepääs, manuaalratastool, manuaalratastoolis olev naine, naine, ratastool
👩🏻‍🦽	hele nahatoon, juurdepääs, manuaalratastool, manuaalratastoolis olev naine, manuaalratastoolis olev naine: hele nahatoon, naine, ratastool
👩🏼‍🦽	juurdepääs, keskmiselt hele nahatoon, manuaalratastool, manuaalratastoolis olev naine, manuaalratastoolis olev naine: keskmiselt hele nahatoon, naine, ratastool
👩🏽‍🦽	juurdepääs, keskmine nahatoon, manuaalratastool, manuaalratastoolis olev naine, manuaalratastoolis olev naine: keskmine nahatoon, naine, ratastool
👩🏾‍🦽	juurdepääs, keskmiselt tume nahatoon, manuaalratastool, manuaalratastoolis olev naine, manuaalratastoolis olev naine: keskmiselt tume nahatoon, naine, ratastool
👩🏿‍🦽	juurdepääs, manuaalratastool, manuaalratastoolis olev naine, manuaalratastoolis olev naine: tume nahatoon, naine, ratastool, tume nahatoon
🏃	jooks, jooksja, maraton
🏃🏻	hele nahatoon, jooks, jooksja, jooksja: hele nahatoon, maraton
🏃🏼	jooks, jooksja, jooksja: keskmiselt hele nahatoon, keskmiselt hele nahatoon, maraton
🏃🏽	jooks, jooksja, jooksja: keskmine nahatoon, keskmine nahatoon, maraton
🏃🏾	jooks, jooksja, jooksja: keskmiselt tume nahatoon, keskmiselt tume nahatoon, maraton
🏃🏿	jooks, jooksja, jooksja: tume nahatoon, maraton, tume nahatoon
🏃‍♂	jooksev mees, jooksja, maraton, mees, võistlus
🏃🏻‍♂	hele nahatoon, jooksev mees, jooksev mees: hele nahatoon, jooksja, maraton, mees, võistlus
🏃🏼‍♂	jooksev mees, jooksev mees: keskmiselt hele nahatoon, jooksja, keskmiselt hele nahatoon, maraton, mees, võistlus
🏃🏽‍♂	jooksev mees, jooksev mees: keskmine nahatoon, jooksja, keskmine nahatoon, maraton, mees, võistlus
🏃🏾‍♂	jooksev mees, jooksev mees: keskmiselt tume nahatoon, jooksja, keskmiselt tume nahatoon, maraton, mees, võistlus
🏃🏿‍♂	jooksev mees, jooksev mees: tume nahatoon, jooksja, maraton, mees, tume nahatoon, võistlus
🏃‍♀	jooksev naine, jooksja, maraton, naine, võistlus
🏃🏻‍♀	hele nahatoon, jooksev naine, jooksev naine: hele nahatoon, jooksja, maraton, naine, võistlus
🏃🏼‍♀	jooksev naine, jooksev naine: keskmiselt hele nahatoon, jooksja, keskmiselt hele nahatoon, maraton, naine, võistlus
🏃🏽‍♀	jooksev naine, jooksev naine: keskmine nahatoon, jooksja, keskmine nahatoon, maraton, naine, võistlus
🏃🏾‍♀	jooksev naine, jooksev naine: keskmiselt tume nahatoon, jooksja, keskmiselt tume nahatoon, maraton, naine, võistlus
🏃🏿‍♀	jooksev naine, jooksev naine: tume nahatoon, jooksja, maraton, naine, tume nahatoon, võistlus
💃	naine, tants, tantsimine, tantsiv naine
💃🏻	hele nahatoon, naine, tants, tantsimine, tantsiv naine, tantsiv naine: hele nahatoon
💃🏼	keskmiselt hele nahatoon, naine, tants, tantsimine, tantsiv naine, tantsiv naine: keskmiselt hele nahatoon
💃🏽	keskmine nahatoon, naine, tants, tantsimine, tantsiv naine, tantsiv naine: keskmine nahatoon
💃🏾	keskmiselt tume nahatoon, naine, tants, tantsimine, tantsiv naine, tantsiv naine: keskmiselt tume nahatoon
💃🏿	naine, tants, tantsimine, tantsiv naine, tantsiv naine: tume nahatoon, tume nahatoon
🕺	mees, tants, tantsiv mees
🕺🏻	hele nahatoon, mees, tants, tantsiv mees, tantsiv mees: hele nahatoon
🕺🏼	keskmiselt hele nahatoon, mees, tants, tantsiv mees, tantsiv mees: keskmiselt hele nahatoon
🕺🏽	keskmine nahatoon, mees, tants, tantsiv mees, tantsiv mees: keskmine nahatoon
🕺🏾	keskmiselt tume nahatoon, mees, tants, tantsiv mees, tantsiv mees: keskmiselt tume nahatoon
🕺🏿	mees, tants, tantsiv mees, tantsiv mees: tume nahatoon, tume nahatoon
🕴️	hõljuv ülikonnaga mees, mees, ärimees, ülikond
🕴🏻	hele nahatoon, hõljuv ülikonnaga mees, hõljuv ülikonnaga mees: hele nahatoon, mees, ärimees, ülikond
🕴🏼	hõljuv ülikonnaga mees, hõljuv ülikonnaga mees: keskmiselt hele nahatoon, keskmiselt hele nahatoon, mees, ärimees, ülikond
🕴🏽	hõljuv ülikonnaga mees, hõljuv ülikonnaga mees: keskmine nahatoon, keskmine nahatoon, mees, ärimees, ülikond
🕴🏾	hõljuv ülikonnaga mees, hõljuv ülikonnaga mees: keskmiselt tume nahatoon, keskmiselt tume nahatoon, mees, ärimees, ülikond
🕴🏿	hõljuv ülikonnaga mees, hõljuv ülikonnaga mees: tume nahatoon, mees, tume nahatoon, ärimees, ülikond
👯	jänesekõrvadega tüdrukud, jänku, kõrvad, pidutsevad jänesekõrvadega inimesed, tants, tüdrukud
👯‍♂	jänku, kõrvad, mehed, pidutsevad jänesekõrvadega mehed, tants
👯‍♀	jänku, kõrvad, naised, pidutsevad jänesekõrvadega naised, tants
🧖	leiliruum, leiliruumis olev inimene, saun
🧖🏻	hele nahatoon, leiliruum, leiliruumis olev inimene, leiliruumis olev inimene: hele nahatoon, saun
🧖🏼	keskmiselt hele nahatoon, leiliruum, leiliruumis olev inimene, leiliruumis olev inimene: keskmiselt hele nahatoon, saun
🧖🏽	keskmine nahatoon, leiliruum, leiliruumis olev inimene, leiliruumis olev inimene: keskmine nahatoon, saun
🧖🏾	keskmiselt tume nahatoon, leiliruum, leiliruumis olev inimene, leiliruumis olev inimene: keskmiselt tume nahatoon, saun
🧖🏿	leiliruum, leiliruumis olev inimene, leiliruumis olev inimene: tume nahatoon, saun, tume nahatoon
🧖‍♂	leiliruum, leiliruumis olev mees, saun
🧖🏻‍♂	hele nahatoon, leiliruum, leiliruumis olev mees, leiliruumis olev mees: hele nahatoon, saun
🧖🏼‍♂	keskmiselt hele nahatoon, leiliruum, leiliruumis olev mees, leiliruumis olev mees: keskmiselt hele nahatoon, saun
🧖🏽‍♂	keskmine nahatoon, leiliruum, leiliruumis olev mees, leiliruumis olev mees: keskmine nahatoon, saun
🧖🏾‍♂	keskmiselt tume nahatoon, leiliruum, leiliruumis olev mees, leiliruumis olev mees: keskmiselt tume nahatoon, saun
🧖🏿‍♂	leiliruum, leiliruumis olev mees, leiliruumis olev mees: tume nahatoon, saun, tume nahatoon
🧖‍♀	leiliruum, leiliruumis olev naine, saun
🧖🏻‍♀	hele nahatoon, leiliruum, leiliruumis olev naine, leiliruumis olev naine: hele nahatoon, saun
🧖🏼‍♀	keskmiselt hele nahatoon, leiliruum, leiliruumis olev naine, leiliruumis olev naine: keskmiselt hele nahatoon, saun
🧖🏽‍♀	keskmine nahatoon, leiliruum, leiliruumis olev naine, leiliruumis olev naine: keskmine nahatoon, saun
🧖🏾‍♀	keskmiselt tume nahatoon, leiliruum, leiliruumis olev naine, leiliruumis olev naine: keskmiselt tume nahatoon, saun
🧖🏿‍♀	leiliruum, leiliruumis olev naine, leiliruumis olev naine: tume nahatoon, saun, tume nahatoon
🧗	mägironija, mäkke roniv inimene
🧗🏻	hele nahatoon, mägironija, mäkke roniv inimene, mäkke roniv inimene: hele nahatoon
🧗🏼	keskmiselt hele nahatoon, mägironija, mäkke roniv inimene, mäkke roniv inimene: keskmiselt hele nahatoon
🧗🏽	keskmine nahatoon, mägironija, mäkke roniv inimene, mäkke roniv inimene: keskmine nahatoon
🧗🏾	keskmiselt tume nahatoon, mägironija, mäkke roniv inimene, mäkke roniv inimene: keskmiselt tume nahatoon
🧗🏿	mägironija, mäkke roniv inimene, mäkke roniv inimene: tume nahatoon, tume nahatoon
🧗‍♂	mägironija, mäkke roniv mees
🧗🏻‍♂	hele nahatoon, mägironija, mäkke roniv mees, mäkke roniv mees: hele nahatoon
🧗🏼‍♂	keskmiselt hele nahatoon, mägironija, mäkke roniv mees, mäkke roniv mees: keskmiselt hele nahatoon
🧗🏽‍♂	keskmine nahatoon, mägironija, mäkke roniv mees, mäkke roniv mees: keskmine nahatoon
🧗🏾‍♂	keskmiselt tume nahatoon, mägironija, mäkke roniv mees, mäkke roniv mees: keskmiselt tume nahatoon
🧗🏿‍♂	mägironija, mäkke roniv mees, mäkke roniv mees: tume nahatoon, tume nahatoon
🧗‍♀	mägironija, mäkke roniv naine
🧗🏻‍♀	hele nahatoon, mägironija, mäkke roniv naine, mäkke roniv naine: hele nahatoon
🧗🏼‍♀	keskmiselt hele nahatoon, mägironija, mäkke roniv naine, mäkke roniv naine: keskmiselt hele nahatoon
🧗🏽‍♀	keskmine nahatoon, mägironija, mäkke roniv naine, mäkke roniv naine: keskmine nahatoon
🧗🏾‍♀	keskmiselt tume nahatoon, mägironija, mäkke roniv naine, mäkke roniv naine: keskmiselt tume nahatoon
🧗🏿‍♀	mägironija, mäkke roniv naine, mäkke roniv naine: tume nahatoon, tume nahatoon
🤺	inimene, mõõk, sport, vehkleja, vehklemine
🏇	hobune, hobuste võiduajamine, ratsutaja, võiduajamine
🏇🏻	hele nahatoon, hobune, hobuste võiduajamine, hobuste võiduajamine: hele nahatoon, ratsutaja, võiduajamine
🏇🏼	hobune, hobuste võiduajamine, hobuste võiduajamine: keskmiselt hele nahatoon, keskmiselt hele nahatoon, ratsutaja, võiduajamine
🏇🏽	hobune, hobuste võiduajamine, hobuste võiduajamine: keskmine nahatoon, keskmine nahatoon, ratsutaja, võiduajamine
🏇🏾	hobune, hobuste võiduajamine, hobuste võiduajamine: keskmiselt tume nahatoon, keskmiselt tume nahatoon, ratsutaja, võiduajamine
🏇🏿	hobune, hobuste võiduajamine, hobuste võiduajamine: tume nahatoon, ratsutaja, tume nahatoon, võiduajamine
⛷️	lumi, suusataja, suusk
🏂️	lumelaud, lumelaudur, lumi, suusk
🏂🏻	hele nahatoon, lumelaud, lumelaudur, lumelaudur: hele nahatoon, lumi, suusk
🏂🏼	keskmiselt hele nahatoon, lumelaud, lumelaudur, lumelaudur: keskmiselt hele nahatoon, lumi, suusk
🏂🏽	keskmine nahatoon, lumelaud, lumelaudur, lumelaudur: keskmine nahatoon, lumi, suusk
🏂🏾	keskmiselt tume nahatoon, lumelaud, lumelaudur, lumelaudur: keskmiselt tume nahatoon, lumi, suusk
🏂🏿	lumelaud, lumelaudur, lumelaudur: tume nahatoon, lumi, suusk, tume nahatoon
🏌️	golf, golfimängija, pall
🏌🏻	golf, golfimängija, golfimängija: hele nahatoon, hele nahatoon, pall
🏌🏼	golf, golfimängija, golfimängija: keskmiselt hele nahatoon, keskmiselt hele nahatoon, pall
🏌🏽	golf, golfimängija, golfimängija: keskmine nahatoon, keskmine nahatoon, pall
🏌🏾	golf, golfimängija, golfimängija: keskmiselt tume nahatoon, keskmiselt tume nahatoon, pall
🏌🏿	golf, golfimängija, golfimängija: tume nahatoon, pall, tume nahatoon
🏌‍♂	golf, golfi mängiv mees, mees
🏌🏻‍♂	golf, golfi mängiv mees, golfi mängiv mees: hele nahatoon, hele nahatoon, mees
🏌🏼‍♂	golf, golfi mängiv mees, golfi mängiv mees: keskmiselt hele nahatoon, keskmiselt hele nahatoon, mees
🏌🏽‍♂	golf, golfi mängiv mees, golfi mängiv mees: keskmine nahatoon, keskmine nahatoon, mees
🏌🏾‍♂	golf, golfi mängiv mees, golfi mängiv mees: keskmiselt tume nahatoon, keskmiselt tume nahatoon, mees
🏌🏿‍♂	golf, golfi mängiv mees, golfi mängiv mees: tume nahatoon, mees, tume nahatoon
🏌‍♀	golf, golfi mängiv naine, naine
🏌🏻‍♀	golf, golfi mängiv naine, golfi mängiv naine: hele nahatoon, hele nahatoon, naine
🏌🏼‍♀	golf, golfi mängiv naine, golfi mängiv naine: keskmiselt hele nahatoon, keskmiselt hele nahatoon, naine
🏌🏽‍♀	golf, golfi mängiv naine, golfi mängiv naine: keskmine nahatoon, keskmine nahatoon, naine
🏌🏾‍♀	golf, golfi mängiv naine, golfi mängiv naine: keskmiselt tume nahatoon, keskmiselt tume nahatoon, naine
🏌🏿‍♀	golf, golfi mängiv naine, golfi mängiv naine: tume nahatoon, naine, tume nahatoon
🏄️	surfamine, surfar
🏄🏻	hele nahatoon, surfamine, surfar, surfar: hele nahatoon
🏄🏼	keskmiselt hele nahatoon, surfamine, surfar, surfar: keskmiselt hele nahatoon
🏄🏽	keskmine nahatoon, surfamine, surfar, surfar: keskmine nahatoon
🏄🏾	keskmiselt tume nahatoon, surfamine, surfar, surfar: keskmiselt tume nahatoon
🏄🏿	surfamine, surfar, surfar: tume nahatoon, tume nahatoon
🏄‍♂	mees, meessurfar, surf, surfaja, surfar
🏄🏻‍♂	hele nahatoon, mees, meessurfar, meessurfar: hele nahatoon, surf, surfaja, surfar
🏄🏼‍♂	keskmiselt hele nahatoon, mees, meessurfar, meessurfar: keskmiselt hele nahatoon, surf, surfaja, surfar
🏄🏽‍♂	keskmine nahatoon, mees, meessurfar, meessurfar: keskmine nahatoon, surf, surfaja, surfar
🏄🏾‍♂	keskmiselt tume nahatoon, mees, meessurfar, meessurfar: keskmiselt tume nahatoon, surf, surfaja, surfar
🏄🏿‍♂	mees, meessurfar, meessurfar: tume nahatoon, surf, surfaja, surfar, tume nahatoon
🏄‍♀	naine, naissurfar, surf, surfaja, surfar
🏄🏻‍♀	hele nahatoon, naine, naissurfar, naissurfar: hele nahatoon, surf, surfaja, surfar
🏄🏼‍♀	keskmiselt hele nahatoon, naine, naissurfar, naissurfar: keskmiselt hele nahatoon, surf, surfaja, surfar
🏄🏽‍♀	keskmine nahatoon, naine, naissurfar, naissurfar: keskmine nahatoon, surf, surfaja, surfar
🏄🏾‍♀	keskmiselt tume nahatoon, naine, naissurfar, naissurfar: keskmiselt tume nahatoon, surf, surfaja, surfar
🏄🏿‍♀	naine, naissurfar, naissurfar: tume nahatoon, surf, surfaja, surfar, tume nahatoon
🚣	aerupaadiga inimene, paat, sõiduk
🚣🏻	aerupaadiga inimene, aerupaadiga inimene: hele nahatoon, hele nahatoon, paat, sõiduk
