😀	mặt, mặt cười toét, toe toét
🧜🏿‍♀	công chúa cá, màu da tối, nàng tiên cá, nàng tiên cá: màu da tối
🧝	phép thuật, yêu ma
🧝🏻	màu da sáng, phép thuật, yêu ma, yêu ma: màu da sáng
🧝🏼	màu da sáng trung bình, phép thuật, yêu ma, yêu ma: màu da sáng trung bình
🧝🏽	màu da trung bình, phép thuật, yêu ma, yêu ma: màu da trung bình
🧝🏾	màu da tối trung bình, phép thuật, yêu ma, yêu ma: màu da tối trung bình
🧝🏿	màu da tối, phép thuật, yêu ma, yêu ma: màu da tối
🧝‍♂	nam quỷ, phép thuật
🧝🏻‍♂	màu da sáng, nam quỷ, nam quỷ: màu da sáng, phép thuật
🧝🏼‍♂	màu da sáng trung bình, nam quỷ, nam quỷ: màu da sáng trung bình, phép thuật
🧝🏽‍♂	màu da trung bình, nam quỷ, nam quỷ: màu da trung bình, phép thuật
🧝🏾‍♂	màu da tối trung bình, nam quỷ, nam quỷ: màu da tối trung bình, phép thuật
🧝🏿‍♂	màu da tối, nam quỷ, nam quỷ: màu da tối, phép thuật
🧝‍♀	nữ quỷ, phép thuật
🧝🏻‍♀	màu da sáng, nữ quỷ, nữ quỷ: màu da sáng, phép thuật
🧝🏼‍♀	màu da sáng trung bình, nữ quỷ, nữ quỷ: màu da sáng trung bình, phép thuật
🧝🏽‍♀	màu da trung bình, nữ quỷ, nữ quỷ: màu da trung bình, phép thuật
🧝🏾‍♀	màu da tối trung bình, nữ quỷ, nữ quỷ: màu da tối trung bình, phép thuật
🧝🏿‍♀	màu da tối, nữ quỷ, nữ quỷ: màu da tối, phép thuật
🧞	ma thần, thần
🧞‍♂	ma thần, nam thần
🧞‍♀	ma thần, nữ thần
🧟	xác chết sống lại, xác sống
🧟‍♂	xác chết nam sống lại, xác chết sống lại, xác sống
🧟‍♀	xác chết nữ sống lại, xác chết sống lại, xác sống
💆	mặt, người được xoa bóp mặt, thẩm mĩ viện, xoa bóp
💆🏻	màu da sáng, mặt, người được xoa bóp mặt, người được xoa bóp mặt: màu da sáng, thẩm mĩ viện, xoa bóp
💆🏼	màu da sáng trung bình, mặt, người được xoa bóp mặt, người được xoa bóp mặt: màu da sáng trung bình, thẩm mĩ viện, xoa bóp
💆🏽	màu da trung bình, mặt, người được xoa bóp mặt, người được xoa bóp mặt: màu da trung bình, thẩm mĩ viện, xoa bóp
💆🏾	màu da tối trung bình, mặt, người được xoa bóp mặt, người được xoa bóp mặt: màu da tối trung bình, thẩm mĩ viện, xoa bóp
💆🏿	màu da tối, mặt, người được xoa bóp mặt, người được xoa bóp mặt: màu da tối, thẩm mĩ viện, xoa bóp
💆‍♂	mặt, nam, người đàn ông, người đàn ông được xoa bóp mặt, xoa bóp
💆🏻‍♂	màu da sáng, mặt, nam, người đàn ông, người đàn ông được xoa bóp mặt, người đàn ông được xoa bóp mặt: màu da sáng, xoa bóp
💆🏼‍♂	màu da sáng trung bình, mặt, nam, người đàn ông, người đàn ông được xoa bóp mặt, người đàn ông được xoa bóp mặt: màu da sáng trung bình, xoa bóp
💆🏽‍♂	màu da trung bình, mặt, nam, người đàn ông, người đàn ông được xoa bóp mặt, người đàn ông được xoa bóp mặt: màu da trung bình, xoa bóp
💆🏾‍♂	màu da tối trung bình, mặt, nam, người đàn ông, người đàn ông được xoa bóp mặt, người đàn ông được xoa bóp mặt: màu da tối trung bình, xoa bóp
💆🏿‍♂	màu da tối, mặt, nam, người đàn ông, người đàn ông được xoa bóp mặt, người đàn ông được xoa bóp mặt: màu da tối, xoa bóp
💆‍♀	mặt, người phụ nữ được xoa bóp mặt, nữ, phụ nữ, xoa bóp
💆🏻‍♀	màu da sáng, mặt, người phụ nữ được xoa bóp mặt, người phụ nữ được xoa bóp mặt: màu da sáng, nữ, phụ nữ, xoa bóp
💆🏼‍♀	màu da sáng trung bình, mặt, người phụ nữ được xoa bóp mặt, người phụ nữ được xoa bóp mặt: màu da sáng trung bình, nữ, phụ nữ, xoa bóp
💆🏽‍♀	màu da trung bình, mặt, người phụ nữ được xoa bóp mặt, người phụ nữ được xoa bóp mặt: màu da trung bình, nữ, phụ nữ, xoa bóp
💆🏾‍♀	màu da tối trung bình, mặt, người phụ nữ được xoa bóp mặt, người phụ nữ được xoa bóp mặt: màu da tối trung bình, nữ, phụ nữ, xoa bóp
💆🏿‍♀	màu da tối, mặt, người phụ nữ được xoa bóp mặt, người phụ nữ được xoa bóp mặt: màu da tối, nữ, phụ nữ, xoa bóp
💇	cắt tóc, người được cắt tóc, thợ cắt tóc, tiệm, vẻ đẹp
💇🏻	cắt tóc, màu da sáng, người được cắt tóc, người được cắt tóc: màu da sáng, thợ cắt tóc, tiệm, vẻ đẹp
💇🏼	cắt tóc, màu da sáng trung bình, người được cắt tóc, người được cắt tóc: màu da sáng trung bình, thợ cắt tóc, tiệm, vẻ đẹp
💇🏽	cắt tóc, màu da trung bình, người được cắt tóc, người được cắt tóc: màu da trung bình, thợ cắt tóc, tiệm, vẻ đẹp
💇🏾	cắt tóc, màu da tối trung bình, người được cắt tóc, người được cắt tóc: màu da tối trung bình, thợ cắt tóc, tiệm, vẻ đẹp
💇🏿	cắt tóc, màu da tối, người được cắt tóc, người được cắt tóc: màu da tối, thợ cắt tóc, tiệm, vẻ đẹp
💇‍♂	cắt tóc, nam, người đàn ông được cắt tóc
💇🏻‍♂	cắt tóc, màu da sáng, nam, người đàn ông được cắt tóc, người đàn ông được cắt tóc: màu da sáng
💇🏼‍♂	cắt tóc, màu da sáng trung bình, nam, người đàn ông được cắt tóc, người đàn ông được cắt tóc: màu da sáng trung bình
💇🏽‍♂	cắt tóc, màu da trung bình, nam, người đàn ông được cắt tóc, người đàn ông được cắt tóc: màu da trung bình
💇🏾‍♂	cắt tóc, màu da tối trung bình, nam, người đàn ông được cắt tóc, người đàn ông được cắt tóc: màu da tối trung bình
💇🏿‍♂	cắt tóc, màu da tối, nam, người đàn ông được cắt tóc, người đàn ông được cắt tóc: màu da tối
💇‍♀	cắt tóc, người phụ nữ được cắt tóc, nữ
💇🏻‍♀	cắt tóc, màu da sáng, người phụ nữ được cắt tóc, người phụ nữ được cắt tóc: màu da sáng, nữ
💇🏼‍♀	cắt tóc, màu da sáng trung bình, người phụ nữ được cắt tóc, người phụ nữ được cắt tóc: màu da sáng trung bình, nữ
💇🏽‍♀	cắt tóc, màu da trung bình, người phụ nữ được cắt tóc, người phụ nữ được cắt tóc: màu da trung bình, nữ
💇🏾‍♀	cắt tóc, màu da tối trung bình, người phụ nữ được cắt tóc, người phụ nữ được cắt tóc: màu da tối trung bình, nữ
💇🏿‍♀	cắt tóc, màu da tối, người phụ nữ được cắt tóc, người phụ nữ được cắt tóc: màu da tối, nữ
🚶	người đi bộ, đang đi bộ, đi bộ, đi lang thang
🚶🏻	màu da sáng, người đi bộ, người đi bộ: màu da sáng, đang đi bộ, đi bộ, đi lang thang
🚶🏼	màu da sáng trung bình, người đi bộ, người đi bộ: màu da sáng trung bình, đang đi bộ, đi bộ, đi lang thang
🚶🏽	màu da trung bình, người đi bộ, người đi bộ: màu da trung bình, đang đi bộ, đi bộ, đi lang thang
🚶🏾	màu da tối trung bình, người đi bộ, người đi bộ: màu da tối trung bình, đang đi bộ, đi bộ, đi lang thang
🚶🏿	màu da tối, người đi bộ, người đi bộ: màu da tối, đang đi bộ, đi bộ, đi lang thang
🚶‍♂	người đàn ông, người đàn ông đi bộ, đi bộ, đi bộ đường dài
🚶🏻‍♂	màu da sáng, người đàn ông, người đàn ông đi bộ, người đàn ông đi bộ: màu da sáng, đi bộ, đi bộ đường dài
🚶🏼‍♂	màu da sáng trung bình, người đàn ông, người đàn ông đi bộ, người đàn ông đi bộ: màu da sáng trung bình, đi bộ, đi bộ đường dài
🚶🏽‍♂	màu da trung bình, người đàn ông, người đàn ông đi bộ, người đàn ông đi bộ: màu da trung bình, đi bộ, đi bộ đường dài
🚶🏾‍♂	màu da tối trung bình, người đàn ông, người đàn ông đi bộ, người đàn ông đi bộ: màu da tối trung bình, đi bộ, đi bộ đường dài
🚶🏿‍♂	màu da tối, người đàn ông, người đàn ông đi bộ, người đàn ông đi bộ: màu da tối, đi bộ, đi bộ đường dài
🚶‍♀	người phụ nữ đi bộ, nữ, đi bộ, đi bộ đường dài
🚶🏻‍♀	màu da sáng, người phụ nữ đi bộ, người phụ nữ đi bộ: màu da sáng, nữ, đi bộ, đi bộ đường dài
🚶🏼‍♀	màu da sáng trung bình, người phụ nữ đi bộ, người phụ nữ đi bộ: màu da sáng trung bình, nữ, đi bộ, đi bộ đường dài
🚶🏽‍♀	màu da trung bình, người phụ nữ đi bộ, người phụ nữ đi bộ: màu da trung bình, nữ, đi bộ, đi bộ đường dài
🚶🏾‍♀	màu da tối trung bình, người phụ nữ đi bộ, người phụ nữ đi bộ: màu da tối trung bình, nữ, đi bộ, đi bộ đường dài
🚶🏿‍♀	màu da tối, người phụ nữ đi bộ, người phụ nữ đi bộ: màu da tối, nữ, đi bộ, đi bộ đường dài
🧍	người đứng, đang đứng, đứng
🧍🏻	màu da sáng, người đứng, người đứng: màu da sáng, đang đứng, đứng
🧍🏼	màu da sáng trung bình, người đứng, người đứng: màu da sáng trung bình, đang đứng, đứng
🧍🏽	màu da trung bình, người đứng, người đứng: màu da trung bình, đang đứng, đứng
🧍🏾	màu da tối trung bình, người đứng, người đứng: màu da tối trung bình, đang đứng, đứng
🧍🏿	màu da tối, người đứng, người đứng: màu da tối, đang đứng, đứng
🧍‍♂	người đàn ông, người đàn ông đứng, đứng
🧍🏻‍♂	màu da sáng, người đàn ông, người đàn ông đứng, người đàn ông đứng: màu da sáng, đứng
🧍🏼‍♂	màu da sáng trung bình, người đàn ông, người đàn ông đứng, người đàn ông đứng: màu da sáng trung bình, đứng
🧍🏽‍♂	màu da trung bình, người đàn ông, người đàn ông đứng, người đàn ông đứng: màu da trung bình, đứng
🧍🏾‍♂	màu da tối trung bình, người đàn ông, người đàn ông đứng, người đàn ông đứng: màu da tối trung bình, đứng
🧍🏿‍♂	màu da tối, người đàn ông, người đàn ông đứng, người đàn ông đứng: màu da tối, đứng
🧍‍♀	người phụ nữ, người phụ nữ đứng, đứng
🧍🏻‍♀	màu da sáng, người phụ nữ, người phụ nữ đứng, người phụ nữ đứng: màu da sáng, đứng
🧍🏼‍♀	màu da sáng trung bình, người phụ nữ, người phụ nữ đứng, người phụ nữ đứng: màu da sáng trung bình, đứng
🧍🏽‍♀	màu da trung bình, người phụ nữ, người phụ nữ đứng, người phụ nữ đứng: màu da trung bình, đứng
🧍🏾‍♀	màu da tối trung bình, người phụ nữ, người phụ nữ đứng, người phụ nữ đứng: màu da tối trung bình, đứng
🧍🏿‍♀	màu da tối, người phụ nữ, người phụ nữ đứng, người phụ nữ đứng: màu da tối, đứng
🧎	người quỳ, quỳ, quỳ gối, đang quỳ
🧎🏻	màu da sáng, người quỳ, người quỳ: màu da sáng, quỳ, quỳ gối, đang quỳ
🧎🏼	màu da sáng trung bình, người quỳ, người quỳ: màu da sáng trung bình, quỳ, quỳ gối, đang quỳ
🧎🏽	màu da trung bình, người quỳ, người quỳ: màu da trung bình, quỳ, quỳ gối, đang quỳ
🧎🏾	màu da tối trung bình, người quỳ, người quỳ: màu da tối trung bình, quỳ, quỳ gối, đang quỳ
🧎🏿	màu da tối, người quỳ, người quỳ: màu da tối, quỳ, quỳ gối, đang quỳ
🧎‍♂	người đàn ông, người đàn ông quỳ, quỳ
🧎🏻‍♂	màu da sáng, người đàn ông, người đàn ông quỳ, người đàn ông quỳ: màu da sáng, quỳ
🧎🏼‍♂	màu da sáng trung bình, người đàn ông, người đàn ông quỳ, người đàn ông quỳ: màu da sáng trung bình, quỳ
🧎🏽‍♂	màu da trung bình, người đàn ông, người đàn ông quỳ, người đàn ông quỳ: màu da trung bình, quỳ
🧎🏾‍♂	màu da tối trung bình, người đàn ông, người đàn ông quỳ, người đàn ông quỳ: màu da tối trung bình, quỳ
🧎🏿‍♂	màu da tối, người đàn ông, người đàn ông quỳ, người đàn ông quỳ: màu da tối, quỳ
🧎‍♀	người phụ nữ, người phụ nữ quỳ, quỳ
🧎🏻‍♀	màu da sáng, người phụ nữ, người phụ nữ quỳ, người phụ nữ quỳ: màu da sáng, quỳ
🧎🏼‍♀	màu da sáng trung bình, người phụ nữ, người phụ nữ quỳ, người phụ nữ quỳ: màu da sáng trung bình, quỳ
🧎🏽‍♀	màu da trung bình, người phụ nữ, người phụ nữ quỳ, người phụ nữ quỳ: màu da trung bình, quỳ
🧎🏾‍♀	màu da tối trung bình, người phụ nữ, người phụ nữ quỳ, người phụ nữ quỳ: màu da tối trung bình, quỳ
🧎🏿‍♀	màu da tối, người phụ nữ, người phụ nữ quỳ, người phụ nữ quỳ: màu da tối, quỳ
👨‍🦯	hỗ trợ tiếp cận, khiếm thị, mù, người đàn ông, người đàn ông với cây gậy
👨🏻‍🦯	hỗ trợ tiếp cận, khiếm thị, màu da sáng, mù, người đàn ông, người đàn ông với cây gậy, người đàn ông với cây gậy: màu da sáng
👨🏼‍🦯	hỗ trợ tiếp cận, khiếm thị, màu da sáng trung bình, mù, người đàn ông, người đàn ông với cây gậy, người đàn ông với cây gậy: màu da sáng trung bình
👨🏽‍🦯	hỗ trợ tiếp cận, khiếm thị, màu da trung bình, mù, người đàn ông, người đàn ông với cây gậy, người đàn ông với cây gậy: màu da trung bình
👨🏾‍🦯	hỗ trợ tiếp cận, khiếm thị, màu da tối trung bình, mù, người đàn ông, người đàn ông với cây gậy, người đàn ông với cây gậy: màu da tối trung bình
👨🏿‍🦯	hỗ trợ tiếp cận, khiếm thị, màu da tối, mù, người đàn ông, người đàn ông với cây gậy, người đàn ông với cây gậy: màu da tối
👩‍🦯	hỗ trợ tiếp cận, khiếm thị, mù, người phụ nữ, người phụ nữ với cây gậy
👩🏻‍🦯	hỗ trợ tiếp cận, khiếm thị, màu da sáng, mù, người phụ nữ, người phụ nữ với cây gậy, người phụ nữ với cây gậy: màu da sáng
👩🏼‍🦯	hỗ trợ tiếp cận, khiếm thị, màu da sáng trung bình, mù, người phụ nữ, người phụ nữ với cây gậy, người phụ nữ với cây gậy: màu da sáng trung bình
👩🏽‍🦯	hỗ trợ tiếp cận, khiếm thị, màu da trung bình, mù, người phụ nữ, người phụ nữ với cây gậy, người phụ nữ với cây gậy: màu da trung bình
👩🏾‍🦯	hỗ trợ tiếp cận, khiếm thị, màu da tối trung bình, mù, người phụ nữ, người phụ nữ với cây gậy, người phụ nữ với cây gậy: màu da tối trung bình
👩🏿‍🦯	hỗ trợ tiếp cận, khiếm thị, màu da tối, mù, người phụ nữ, người phụ nữ với cây gậy, người phụ nữ với cây gậy: màu da tối
👨‍🦼	hỗ trợ tiếp cận, người đàn ông, người đàn ông trên xe lăn điện, xe lăn
👨🏻‍🦼	hỗ trợ tiếp cận, màu da sáng, người đàn ông, người đàn ông trên xe lăn điện, người đàn ông trên xe lăn điện: màu da sáng, xe lăn
👨🏼‍🦼	hỗ trợ tiếp cận, màu da sáng trung bình, người đàn ông, người đàn ông trên xe lăn điện, người đàn ông trên xe lăn điện: màu da sáng trung bình, xe lăn
👨🏽‍🦼	hỗ trợ tiếp cận, màu da trung bình, người đàn ông, người đàn ông trên xe lăn điện, người đàn ông trên xe lăn điện: màu da trung bình, xe lăn
👨🏾‍🦼	hỗ trợ tiếp cận, màu da tối trung bình, người đàn ông, người đàn ông trên xe lăn điện, người đàn ông trên xe lăn điện: màu da tối trung bình, xe lăn
👨🏿‍🦼	hỗ trợ tiếp cận, màu da tối, người đàn ông, người đàn ông trên xe lăn điện, người đàn ông trên xe lăn điện: màu da tối, xe lăn
👩‍🦼	hỗ trợ tiếp cận, người phụ nữ, người phụ nữ trên xe lăn điện, xe lăn
👩🏻‍🦼	hỗ trợ tiếp cận, màu da sáng, người phụ nữ, người phụ nữ trên xe lăn điện, người phụ nữ trên xe lăn điện: màu da sáng, xe lăn
👩🏼‍🦼	hỗ trợ tiếp cận, màu da sáng trung bình, người phụ nữ, người phụ nữ trên xe lăn điện, người phụ nữ trên xe lăn điện: màu da sáng trung bình, xe lăn
👩🏽‍🦼	hỗ trợ tiếp cận, màu da trung bình, người phụ nữ, người phụ nữ trên xe lăn điện, người phụ nữ trên xe lăn điện: màu da trung bình, xe lăn
👩🏾‍🦼	hỗ trợ tiếp cận, màu da tối trung bình, người phụ nữ, người phụ nữ trên xe lăn điện, người phụ nữ trên xe lăn điện: màu da tối trung bình, xe lăn
👩🏿‍🦼	hỗ trợ tiếp cận, màu da tối, người phụ nữ, người phụ nữ trên xe lăn điện, người phụ nữ trên xe lăn điện: màu da tối, xe lăn
👨‍🦽	hỗ trợ tiếp cận, người đàn ông, người đàn ông trên xe lăn tay, xe lăn
👨🏻‍🦽	hỗ trợ tiếp cận, màu da sáng, người đàn ông, người đàn ông trên xe lăn tay, người đàn ông trên xe lăn tay: màu da sáng, xe lăn
👨🏼‍🦽	hỗ trợ tiếp cận, màu da sáng trung bình, người đàn ông, người đàn ông trên xe lăn tay, người đàn ông trên xe lăn tay: màu da sáng trung bình, xe lăn
👨🏽‍🦽	hỗ trợ tiếp cận, màu da trung bình, người đàn ông, người đàn ông trên xe lăn tay, người đàn ông trên xe lăn tay: màu da trung bình, xe lăn
👨🏾‍🦽	hỗ trợ tiếp cận, màu da tối trung bình, người đàn ông, người đàn ông trên xe lăn tay, người đàn ông trên xe lăn tay: màu da tối trung bình, xe lăn
👨🏿‍🦽	hỗ trợ tiếp cận, màu da tối, người đàn ông, người đàn ông trên xe lăn tay, người đàn ông trên xe lăn tay: màu da tối, xe lăn
👩‍🦽	hỗ trợ tiếp cận, người phụ nữ, người phụ nữ trên xe lăn tay, xe lăn
👩🏻‍🦽	hỗ trợ tiếp cận, màu da sáng, người phụ nữ, người phụ nữ trên xe lăn tay, người phụ nữ trên xe lăn tay: màu da sáng, xe lăn
👩🏼‍🦽	hỗ trợ tiếp cận, màu da sáng trung bình, người phụ nữ, người phụ nữ trên xe lăn tay, người phụ nữ trên xe lăn tay: màu da sáng trung bình, xe lăn
👩🏽‍🦽	hỗ trợ tiếp cận, màu da trung bình, người phụ nữ, người phụ nữ trên xe lăn tay, người phụ nữ trên xe lăn tay: màu da trung bình, xe lăn
👩🏾‍🦽	hỗ trợ tiếp cận, màu da tối trung bình, người phụ nữ, người phụ nữ trên xe lăn tay, người phụ nữ trên xe lăn tay: màu da tối trung bình, xe lăn
👩🏿‍🦽	hỗ trợ tiếp cận, màu da tối, người phụ nữ, người phụ nữ trên xe lăn tay, người phụ nữ trên xe lăn tay: màu da tối, xe lăn
🏃	chạy bộ, chạy đua maratông, người chạy
🏃🏻	chạy bộ, chạy đua maratông, màu da sáng, người chạy, người chạy: màu da sáng
🏃🏼	chạy bộ, chạy đua maratông, màu da sáng trung bình, người chạy, người chạy: màu da sáng trung bình
🏃🏽	chạy bộ, chạy đua maratông, màu da trung bình, người chạy, người chạy: màu da trung bình
🏃🏾	chạy bộ, chạy đua maratông, màu da tối trung bình, người chạy, người chạy: màu da tối trung bình
🏃🏿	chạy bộ, chạy đua maratông, màu da tối, người chạy, người chạy: màu da tối
🏃‍♂	chạy, chạy đua, chạy đua maratông, nam, người đàn ông đang chạy
🏃🏻‍♂	chạy, chạy đua, chạy đua maratông, màu da sáng, nam, người đàn ông đang chạy, người đàn ông đang chạy: màu da sáng
🏃🏼‍♂	chạy, chạy đua, chạy đua maratông, màu da sáng trung bình, nam, người đàn ông đang chạy, người đàn ông đang chạy: màu da sáng trung bình
🏃🏽‍♂	chạy, chạy đua, chạy đua maratông, màu da trung bình, nam, người đàn ông đang chạy, người đàn ông đang chạy: màu da trung bình
🏃🏾‍♂	chạy, chạy đua, chạy đua maratông, màu da tối trung bình, nam, người đàn ông đang chạy, người đàn ông đang chạy: màu da tối trung bình
🏃🏿‍♂	chạy, chạy đua, chạy đua maratông, màu da tối, nam, người đàn ông đang chạy, người đàn ông đang chạy: màu da tối
🏃‍♀	chạy, chạy đua, chạy đua maratông, người phụ nữ đang chạy, nữ
🏃🏻‍♀	chạy, chạy đua, chạy đua maratông, màu da sáng, người phụ nữ đang chạy, người phụ nữ đang chạy: màu da sáng, nữ
🏃🏼‍♀	chạy, chạy đua, chạy đua maratông, màu da sáng trung bình, người phụ nữ đang chạy, người phụ nữ đang chạy: màu da sáng trung bình, nữ
🏃🏽‍♀	chạy, chạy đua, chạy đua maratông, màu da trung bình, người phụ nữ đang chạy, người phụ nữ đang chạy: màu da trung bình, nữ
🏃🏾‍♀	chạy, chạy đua, chạy đua maratông, màu da tối trung bình, người phụ nữ đang chạy, người phụ nữ đang chạy: màu da tối trung bình, nữ
🏃🏿‍♀	chạy, chạy đua, chạy đua maratông, màu da tối, người phụ nữ đang chạy, người phụ nữ đang chạy: màu da tối, nữ
💃	khiêu vũ, người phụ nữ đang khiêu vũ, phụ nữ
💃🏻	khiêu vũ, màu da sáng, người phụ nữ đang khiêu vũ, người phụ nữ đang khiêu vũ: màu da sáng, phụ nữ
💃🏼	khiêu vũ, màu da sáng trung bình, người phụ nữ đang khiêu vũ, người phụ nữ đang khiêu vũ: màu da sáng trung bình, phụ nữ
💃🏽	khiêu vũ, màu da trung bình, người phụ nữ đang khiêu vũ, người phụ nữ đang khiêu vũ: màu da trung bình, phụ nữ
💃🏾	khiêu vũ, màu da tối trung bình, người phụ nữ đang khiêu vũ, người phụ nữ đang khiêu vũ: màu da tối trung bình, phụ nữ
💃🏿	khiêu vũ, màu da tối, người phụ nữ đang khiêu vũ, người phụ nữ đang khiêu vũ: màu da tối, phụ nữ
🕺	khiêu vũ, người đàn ông, người đàn ông đang khiêu vũ
🕺🏻	khiêu vũ, màu da sáng, người đàn ông, người đàn ông đang khiêu vũ, người đàn ông đang khiêu vũ: màu da sáng
🕺🏼	khiêu vũ, màu da sáng trung bình, người đàn ông, người đàn ông đang khiêu vũ, người đàn ông đang khiêu vũ: màu da sáng trung bình
🕺🏽	khiêu vũ, màu da trung bình, người đàn ông, người đàn ông đang khiêu vũ, người đàn ông đang khiêu vũ: màu da trung bình
🕺🏾	khiêu vũ, màu da tối trung bình, người đàn ông, người đàn ông đang khiêu vũ, người đàn ông đang khiêu vũ: màu da tối trung bình
🕺🏿	khiêu vũ, màu da tối, người đàn ông, người đàn ông đang khiêu vũ, người đàn ông đang khiêu vũ: màu da tối
🕴️	bộ đồ, kinh doanh, người đàn ông mặc vest đang bay lên, đàn ông
🕴🏻	bộ đồ, kinh doanh, màu da sáng, người đàn ông mặc vest đang bay lên, người đàn ông mặc vest đang bay lên: màu da sáng, đàn ông
🕴🏼	bộ đồ, kinh doanh, màu da sáng trung bình, người đàn ông mặc vest đang bay lên, người đàn ông mặc vest đang bay lên: màu da sáng trung bình, đàn ông
🕴🏽	bộ đồ, kinh doanh, màu da trung bình, người đàn ông mặc vest đang bay lên, người đàn ông mặc vest đang bay lên: màu da trung bình, đàn ông
🕴🏾	bộ đồ, kinh doanh, màu da tối trung bình, người đàn ông mặc vest đang bay lên, người đàn ông mặc vest đang bay lên: màu da tối trung bình, đàn ông
🕴🏿	bộ đồ, kinh doanh, màu da tối, người đàn ông mặc vest đang bay lên, người đàn ông mặc vest đang bay lên: màu da tối, đàn ông
👯	những người đeo tai thỏ, tai thỏ, tiệc tùng, vũ công
👯‍♂	những người đàn ông đeo tai thỏ, tai thỏ, tiệc tùng, vũ công, đàn ông
👯‍♀	những người phụ nữ đeo tai thỏ, phụ nữ, tai thỏ, tiệc tùng, vũ công
🧖	người ở trong phòng xông hơi, nhà tắm hơi, phòng xông hơi
🧖🏻	màu da sáng, người ở trong phòng xông hơi, người ở trong phòng xông hơi: màu da sáng, nhà tắm hơi, phòng xông hơi
🧖🏼	màu da sáng trung bình, người ở trong phòng xông hơi, người ở trong phòng xông hơi: màu da sáng trung bình, nhà tắm hơi, phòng xông hơi
🧖🏽	màu da trung bình, người ở trong phòng xông hơi, người ở trong phòng xông hơi: màu da trung bình, nhà tắm hơi, phòng xông hơi
🧖🏾	màu da tối trung bình, người ở trong phòng xông hơi, người ở trong phòng xông hơi: màu da tối trung bình, nhà tắm hơi, phòng xông hơi
🧖🏿	màu da tối, người ở trong phòng xông hơi, người ở trong phòng xông hơi: màu da tối, nhà tắm hơi, phòng xông hơi
🧖‍♂	người đàn ông ở trong phòng xông hơi, nhà tắm hơi, phòng xông hơi
🧖🏻‍♂	màu da sáng, người đàn ông ở trong phòng xông hơi, người đàn ông ở trong phòng xông hơi: màu da sáng, nhà tắm hơi, phòng xông hơi
🧖🏼‍♂	màu da sáng trung bình, người đàn ông ở trong phòng xông hơi, người đàn ông ở trong phòng xông hơi: màu da sáng trung bình, nhà tắm hơi, phòng xông hơi
🧖🏽‍♂	màu da trung bình, người đàn ông ở trong phòng xông hơi, người đàn ông ở trong phòng xông hơi: màu da trung bình, nhà tắm hơi, phòng xông hơi
🧖🏾‍♂	màu da tối trung bình, người đàn ông ở trong phòng xông hơi, người đàn ông ở trong phòng xông hơi: màu da tối trung bình, nhà tắm hơi, phòng xông hơi
🧖🏿‍♂	màu da tối, người đàn ông ở trong phòng xông hơi, người đàn ông ở trong phòng xông hơi: màu da tối, nhà tắm hơi, phòng xông hơi
🧖‍♀	người phụ nữ ở trong phòng xông hơi, nhà tắm hơi, phòng xông hơi
🧖🏻‍♀	màu da sáng, người phụ nữ ở trong phòng xông hơi, người phụ nữ ở trong phòng xông hơi: màu da sáng, nhà tắm hơi, phòng xông hơi
🧖🏼‍♀	màu da sáng trung bình, người phụ nữ ở trong phòng xông hơi, người phụ nữ ở trong phòng xông hơi: màu da sáng trung bình, nhà tắm hơi, phòng xông hơi
🧖🏽‍♀	màu da trung bình, người phụ nữ ở trong phòng xông hơi, người phụ nữ ở trong phòng xông hơi: màu da trung bình, nhà tắm hơi, phòng xông hơi
🧖🏾‍♀	màu da tối trung bình, người phụ nữ ở trong phòng xông hơi, người phụ nữ ở trong phòng xông hơi: màu da tối trung bình, nhà tắm hơi, phòng xông hơi
🧖🏿‍♀	màu da tối, người phụ nữ ở trong phòng xông hơi, người phụ nữ ở trong phòng xông hơi: màu da tối, nhà tắm hơi, phòng xông hơi
🧗	người leo trèo, người đang leo núi
🧗🏻	màu da sáng, người leo trèo, người đang leo núi, người đang leo núi: màu da sáng
🧗🏼	màu da sáng trung bình, người leo trèo, người đang leo núi, người đang leo núi: màu da sáng trung bình
🧗🏽	màu da trung bình, người leo trèo, người đang leo núi, người đang leo núi: màu da trung bình
🧗🏾	màu da tối trung bình, người leo trèo, người đang leo núi, người đang leo núi: màu da tối trung bình
🧗🏿	màu da tối, người leo trèo, người đang leo núi, người đang leo núi: màu da tối
🧗‍♂	người leo trèo, người đàn ông đang leo núi
🧗🏻‍♂	màu da sáng, người leo trèo, người đàn ông đang leo núi, người đàn ông đang leo núi: màu da sáng
🧗🏼‍♂	màu da sáng trung bình, người leo trèo, người đàn ông đang leo núi, người đàn ông đang leo núi: màu da sáng trung bình
🧗🏽‍♂	màu da trung bình, người leo trèo, người đàn ông đang leo núi, người đàn ông đang leo núi: màu da trung bình
🧗🏾‍♂	màu da tối trung bình, người leo trèo, người đàn ông đang leo núi, người đàn ông đang leo núi: màu da tối trung bình
🧗🏿‍♂	màu da tối, người leo trèo, người đàn ông đang leo núi, người đàn ông đang leo núi: màu da tối
🧗‍♀	người leo trèo, người phụ nữ đang leo núi
🧗🏻‍♀	màu da sáng, người leo trèo, người phụ nữ đang leo núi, người phụ nữ đang leo núi: màu da sáng
🧗🏼‍♀	màu da sáng trung bình, người leo trèo, người phụ nữ đang leo núi, người phụ nữ đang leo núi: màu da sáng trung bình
